acc,weighted_f1,weighted_prec,f1,prec,rec,auroc,aupr_in,aupr_out,fpr95,eer,der,eval_f1,dataset,ood_dataset,method,ood_detection_method,text_backbone,seed,log_id,lr_main,weight_decay_main,lr_bert,weight_decay_bert,lr_mmilb,weight_decay_mmilb,alpha,dropout_a,dropout_v,dropout_prj,n_layer,cpc_layers,d_vh,d_ah,d_vout,d_aout,d_prjh,scale,beta
57.5,56.96,57.26,52.81,53.13,53.61,50.61,56.87,43.78,95.14,49.71,55.95,0.5335,MIntRec2,MIntRec2-OOD,mmim,ma,bert-base-uncased,4.0,mmim_ma_MIntRec2_multi-class_0_2024-04-27-09-03-26,0.0003,0.0002,1e-05,3e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
58.14,57.68,58.31,52.78,54.83,52.66,50.89,56.98,44.35,94.37,49.2,55.56,0.5064,MIntRec2,MIntRec2-OOD,mmim,ma,bert-base-uncased,4.0,mmim_ma_MIntRec2_multi-class_0_2024-04-27-09-03-26,2e-05,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
58.48,57.71,58.05,52.95,54.57,52.92,51.13,57.13,44.57,94.31,49.01,55.48,0.5007,MIntRec2,MIntRec2-OOD,mmim,ma,bert-base-uncased,4.0,mmim_ma_MIntRec2_multi-class_0_2024-04-27-09-03-26,2e-05,0.0002,2e-05,3e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
58.98,58.15,58.02,53.02,54.2,52.85,50.92,56.97,44.41,94.56,49.01,55.67,0.5162,MIntRec2,MIntRec2-OOD,mmim,ma,bert-base-uncased,4.0,mmim_ma_MIntRec2_multi-class_0_2024-04-27-09-03-26,2e-05,0.0002,1e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
58.44,57.11,57.3,51.33,53.66,51.96,50.89,57.0,44.33,94.56,49.07,55.6,0.5058,MIntRec2,MIntRec2-OOD,mmim,ma,bert-base-uncased,4.0,mmim_ma_MIntRec2_multi-class_0_2024-04-27-09-03-26,2e-05,0.0002,1e-05,3e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.29,57.83,58.35,53.23,55.58,52.49,50.66,56.95,44.04,94.88,49.46,55.79,0.5218,MIntRec2,MIntRec2-OOD,mmim,ma,bert-base-uncased,0.0,mmim_ma_MIntRec2_multi-class_0_2024-04-28-01-52-15,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
57.6,56.81,57.35,51.31,53.73,50.77,50.77,56.89,44.01,94.95,49.33,55.82,0.5181,MIntRec2,MIntRec2-OOD,mmim,ma,bert-base-uncased,1.0,mmim_ma_MIntRec2_multi-class_0_2024-04-28-01-52-15,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
57.35,56.97,58.01,52.31,55.96,52.53,50.58,56.77,43.94,94.43,49.26,55.55,0.5269,MIntRec2,MIntRec2-OOD,mmim,ma,bert-base-uncased,2.0,mmim_ma_MIntRec2_multi-class_0_2024-04-28-01-52-15,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
58.09,57.48,58.51,52.69,54.44,53.34,50.39,56.7,43.73,94.95,49.71,55.82,0.5292,MIntRec2,MIntRec2-OOD,mmim,ma,bert-base-uncased,3.0,mmim_ma_MIntRec2_multi-class_0_2024-04-28-01-52-15,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
58.68,57.65,58.6,53.98,58.32,52.53,50.59,56.87,43.76,95.14,49.33,56.0,0.5236,MIntRec2,MIntRec2-OOD,mmim,ma,bert-base-uncased,4.0,mmim_ma_MIntRec2_multi-class_0_2024-04-28-01-52-15,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.29,57.83,58.35,53.23,55.58,52.49,50.85,56.99,44.28,94.56,49.52,55.58,,MIntRec2,MIntRec2-OOD,mmim,residual,bert-base-uncased,0.0,mmim_residual_MIntRec2_multi-class_0_2024-05-01-02-12-46,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
57.6,56.81,57.35,51.31,53.73,50.77,50.72,56.76,44.21,94.43,49.46,55.74,,MIntRec2,MIntRec2-OOD,mmim,residual,bert-base-uncased,1.0,mmim_residual_MIntRec2_multi-class_0_2024-05-01-02-12-46,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
57.35,56.97,58.01,52.31,55.96,52.53,50.62,56.75,44.19,94.11,49.58,55.4,,MIntRec2,MIntRec2-OOD,mmim,residual,bert-base-uncased,2.0,mmim_residual_MIntRec2_multi-class_0_2024-05-01-02-12-46,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
58.09,57.48,58.51,52.69,54.44,53.34,50.76,56.75,44.24,94.75,49.39,55.73,,MIntRec2,MIntRec2-OOD,mmim,residual,bert-base-uncased,3.0,mmim_residual_MIntRec2_multi-class_0_2024-05-01-02-12-46,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
58.68,57.65,58.6,53.98,58.32,52.53,50.98,56.97,44.25,94.82,48.94,55.76,,MIntRec2,MIntRec2-OOD,mmim,residual,bert-base-uncased,4.0,mmim_residual_MIntRec2_multi-class_0_2024-05-01-02-12-46,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
58.29,57.83,58.35,53.23,55.58,52.49,50.87,57.0,44.29,94.5,49.52,55.63,,MIntRec2,MIntRec2-OOD,mmim,vim,bert-base-uncased,0.0,mmim_vim_MIntRec2_multi-class_0_2024-05-01-02-17-30,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
57.6,56.81,57.35,51.31,53.73,50.77,51.2,57.1,44.46,94.56,49.01,55.63,,MIntRec2,MIntRec2-OOD,mmim,vim,bert-base-uncased,1.0,mmim_vim_MIntRec2_multi-class_0_2024-05-01-02-17-30,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
57.35,56.97,58.01,52.31,55.96,52.53,50.66,56.92,44.03,94.63,49.52,55.66,,MIntRec2,MIntRec2-OOD,mmim,vim,bert-base-uncased,2.0,mmim_vim_MIntRec2_multi-class_0_2024-05-01-02-17-30,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
58.09,57.48,58.51,52.69,54.44,53.34,51.26,57.09,44.57,94.43,49.14,55.53,,MIntRec2,MIntRec2-OOD,mmim,vim,bert-base-uncased,3.0,mmim_vim_MIntRec2_multi-class_0_2024-05-01-02-17-30,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
58.68,57.65,58.6,53.98,58.32,52.53,51.18,57.29,44.43,94.63,48.88,55.66,,MIntRec2,MIntRec2-OOD,mmim,vim,bert-base-uncased,4.0,mmim_vim_MIntRec2_multi-class_0_2024-05-01-02-17-30,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
58.29,57.83,58.35,53.23,55.58,52.49,50.74,57.06,44.19,94.5,49.65,55.6,,MIntRec2,MIntRec2-OOD,mmim,energy,bert-base-uncased,0.0,mmim_energy_MIntRec2_multi-class_0_2024-05-01-02-22-27,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
57.6,56.81,57.35,51.31,53.73,50.77,51.32,57.41,44.58,94.69,48.88,55.62,,MIntRec2,MIntRec2-OOD,mmim,energy,bert-base-uncased,1.0,mmim_energy_MIntRec2_multi-class_0_2024-05-01-02-22-27,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
57.35,56.97,58.01,52.31,55.96,52.53,50.65,57.02,43.86,94.95,49.58,55.82,,MIntRec2,MIntRec2-OOD,mmim,energy,bert-base-uncased,2.0,mmim_energy_MIntRec2_multi-class_0_2024-05-01-02-22-27,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
58.09,57.48,58.51,52.69,54.44,53.34,51.42,57.44,44.63,94.56,48.82,55.63,,MIntRec2,MIntRec2-OOD,mmim,energy,bert-base-uncased,3.0,mmim_energy_MIntRec2_multi-class_0_2024-05-01-02-22-27,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
58.68,57.65,58.6,53.98,58.32,52.53,51.31,57.36,44.43,94.63,48.94,55.66,,MIntRec2,MIntRec2-OOD,mmim,energy,bert-base-uncased,4.0,mmim_energy_MIntRec2_multi-class_0_2024-05-01-02-22-27,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
58.29,57.83,58.35,53.23,55.58,52.49,50.69,57.03,44.2,94.75,49.65,55.71,,MIntRec2,MIntRec2-OOD,mmim,maxlogit,bert-base-uncased,0.0,mmim_maxlogit_MIntRec2_multi-class_0_2024-05-01-02-25-34,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
57.6,56.81,57.35,51.31,53.73,50.77,51.36,57.42,44.61,94.56,48.75,55.72,,MIntRec2,MIntRec2-OOD,mmim,maxlogit,bert-base-uncased,1.0,mmim_maxlogit_MIntRec2_multi-class_0_2024-05-01-02-25-34,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
57.35,56.97,58.01,52.31,55.96,52.53,50.58,56.97,43.76,94.88,49.78,55.77,,MIntRec2,MIntRec2-OOD,mmim,maxlogit,bert-base-uncased,2.0,mmim_maxlogit_MIntRec2_multi-class_0_2024-05-01-02-25-34,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
58.09,57.48,58.51,52.69,54.44,53.34,51.35,57.38,44.66,94.63,49.14,55.66,,MIntRec2,MIntRec2-OOD,mmim,maxlogit,bert-base-uncased,3.0,mmim_maxlogit_MIntRec2_multi-class_0_2024-05-01-02-25-34,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
58.68,57.65,58.6,53.98,58.32,52.53,51.32,57.35,44.49,94.37,48.94,55.51,,MIntRec2,MIntRec2-OOD,mmim,maxlogit,bert-base-uncased,4.0,mmim_maxlogit_MIntRec2_multi-class_0_2024-05-01-02-25-34,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
58.29,57.83,58.35,53.23,55.58,52.49,50.27,56.78,43.83,94.88,49.9,55.79,,MIntRec2,MIntRec2-OOD,mmim,msp,bert-base-uncased,0.0,mmim_msp_MIntRec2_multi-class_0_2024-05-01-02-27-45,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
57.6,56.81,57.35,51.31,53.73,50.77,51.25,57.29,44.57,94.5,48.82,55.64,,MIntRec2,MIntRec2-OOD,mmim,msp,bert-base-uncased,1.0,mmim_msp_MIntRec2_multi-class_0_2024-05-01-02-27-45,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
57.35,56.97,58.01,52.31,55.96,52.53,50.25,56.76,43.58,94.95,49.97,55.84,,MIntRec2,MIntRec2-OOD,mmim,msp,bert-base-uncased,2.0,mmim_msp_MIntRec2_multi-class_0_2024-05-01-02-27-45,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
58.09,57.48,58.51,52.69,54.44,53.34,50.83,56.99,44.39,94.63,49.52,55.71,,MIntRec2,MIntRec2-OOD,mmim,msp,bert-base-uncased,3.0,mmim_msp_MIntRec2_multi-class_0_2024-05-01-02-27-45,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
58.68,57.65,58.6,53.98,58.32,52.53,51.03,57.18,44.27,94.63,49.07,55.61,,MIntRec2,MIntRec2-OOD,mmim,msp,bert-base-uncased,4.0,mmim_msp_MIntRec2_multi-class_0_2024-05-01-02-27-45,0.0003,0.0002,2e-05,1e-05,0.003,0.0001,0.1,0.1,0.1,0.1,1.0,1.0,16.0,32.0,8.0,16.0,512.0,20.0,0.5
