acc,weighted_f1,weighted_prec,f1,prec,rec,auroc,aupr_in,aupr_out,fpr95,eer,der,eval_acc,dataset,ood_dataset,method,ood_detection_method,text_backbone,seed,log_id,beta_shift,dropout_prob,warmup_proportion,lr,weight_decay,scale,aligned_method
58.48,57.04,57.1,51.11,54.71,51.21,50.83,56.95,44.2,94.75,49.26,55.74,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.2,0.05,1e-05,0.1,2.0,conv1d
58.24,57.52,57.58,52.37,53.79,52.38,50.53,56.81,43.96,95.01,49.07,55.83,0.5696,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.2,0.05,2e-05,0.1,2.0,conv1d
57.6,55.51,55.56,47.89,52.49,48.34,50.59,56.88,44.0,94.82,49.46,55.8,0.5732,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.2,0.1,1e-05,0.1,2.0,conv1d
57.4,56.78,57.0,52.37,53.51,52.47,50.7,56.83,44.06,95.01,49.2,55.91,0.5769,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.2,0.1,2e-05,0.1,2.0,conv1d
58.19,56.16,55.38,48.31,49.93,48.52,50.73,56.99,44.03,94.95,49.14,55.77,0.5660000000000001,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.1,0.01,1e-05,0.1,2.0,conv1d
57.21,54.25,54.13,44.94,47.84,45.15,50.6,56.97,43.68,95.2,49.52,56.0,0.5642,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.1,0.01,2e-05,0.1,2.0,conv1d
56.52,54.42,54.58,46.29,49.84,46.4,50.42,56.82,43.83,94.95,49.52,55.79,0.5669,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.1,0.05,1e-05,0.1,2.0,conv1d
57.26,55.48,55.59,48.84,52.81,49.62,50.78,56.96,44.15,94.88,49.58,55.74,0.5723,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.1,0.05,2e-05,0.1,2.0,conv1d
57.8,55.83,55.48,48.48,51.06,48.88,50.61,56.87,44.07,94.63,49.39,55.88,0.5732,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.1,0.1,1e-05,0.1,2.0,conv1d
56.57,54.4,53.99,46.18,48.0,46.43,50.47,56.9,43.89,94.69,49.71,55.72,0.5678,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.1,0.1,2e-05,0.1,2.0,conv1d
57.94,55.66,55.62,47.83,50.88,49.31,50.63,56.84,44.1,94.63,49.26,55.66,0.5859,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.6,0.01,1e-05,0.1,2.0,conv1d
57.8,56.0,56.09,49.63,52.78,50.25,50.8,56.91,44.06,94.95,49.2,55.84,0.5723,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.6,0.01,2e-05,0.1,2.0,conv1d
57.94,55.49,54.29,48.29,48.18,49.68,50.45,56.75,43.87,94.56,49.52,55.6,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.6,0.05,1e-05,0.1,2.0,conv1d
57.6,55.29,54.81,47.62,48.24,48.93,50.67,56.81,44.16,94.56,49.52,55.62,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.6,0.05,2e-05,0.1,2.0,conv1d
58.14,55.96,55.98,48.82,51.85,50.1,50.65,56.89,43.96,94.88,49.58,55.8,0.5723,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.6,0.1,1e-05,0.1,2.0,conv1d
57.06,54.88,54.73,48.65,50.68,50.27,50.45,56.73,43.88,94.88,50.16,55.79,0.5769,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.6,0.1,2e-05,0.1,2.0,conv1d
58.09,56.92,57.32,51.78,55.7,51.45,50.6,56.8,43.97,94.88,49.33,55.82,0.5886,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.5,0.01,1e-05,0.1,2.0,conv1d
56.91,55.81,56.57,49.81,53.74,49.93,50.85,56.89,44.17,94.95,49.07,56.04,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.5,0.01,2e-05,0.1,2.0,conv1d
58.19,56.34,55.82,49.91,52.67,50.1,50.68,56.88,44.05,94.5,49.26,55.78,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.5,0.05,1e-05,0.1,2.0,conv1d
56.57,54.25,53.97,46.6,49.52,47.87,50.47,56.73,43.73,95.01,49.26,55.92,0.5859,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.5,0.05,2e-05,0.1,2.0,conv1d
57.89,55.79,55.7,48.45,51.74,49.29,50.78,56.96,44.14,94.75,49.01,55.72,0.5741,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.5,0.1,1e-05,0.1,2.0,conv1d
56.03,53.02,53.79,43.6,47.05,44.99,50.42,56.74,43.71,94.88,49.58,55.89,0.5660000000000001,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.5,0.1,2e-05,0.1,2.0,conv1d
57.75,55.45,55.29,47.09,50.18,47.33,50.69,56.96,44.03,94.88,49.07,55.79,0.5714,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.2,0.01,1e-05,0.1,2.0,conv1d
57.01,55.46,57.25,48.86,56.65,48.2,50.79,57.0,44.11,94.69,49.26,55.71,0.5660000000000001,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.2,0.01,2e-05,0.1,2.0,conv1d
58.09,56.52,56.03,50.32,52.15,50.67,50.83,56.91,44.23,94.75,49.2,55.82,0.5832,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.2,0.05,1e-05,0.1,2.0,conv1d
58.34,57.26,57.15,52.35,53.94,52.3,50.61,56.84,44.11,94.63,49.52,55.67,0.5705,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.2,0.05,2e-05,0.1,2.0,conv1d
57.7,55.64,55.19,48.08,50.4,48.45,50.62,56.9,44.04,94.69,49.26,55.75,0.575,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.2,0.1,1e-05,0.1,2.0,conv1d
58.24,57.08,56.96,52.24,53.46,52.75,50.75,56.89,44.1,94.95,49.14,55.85,0.5805,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.2,0.1,2e-05,0.1,2.0,conv1d
57.16,54.8,54.21,45.95,47.5,46.42,50.76,56.97,44.14,94.63,49.14,55.69,0.5669,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.1,0.01,1e-05,0.1,2.0,conv1d
56.62,53.8,54.19,44.49,49.26,44.55,50.62,56.97,43.74,94.95,49.2,55.85,0.5633,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.1,0.01,2e-05,0.1,2.0,conv1d
59.27,57.92,59.26,52.06,58.42,51.91,50.79,56.99,44.2,94.69,49.58,55.95,0.5769,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.1,0.05,1e-05,0.1,2.0,conv1d
57.21,55.5,55.35,49.2,52.15,49.81,50.77,56.94,44.18,94.56,49.26,55.61,0.5669,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.1,0.05,2e-05,0.1,2.0,conv1d
57.11,55.58,55.36,49.34,51.79,49.84,50.73,56.96,44.15,94.69,49.58,55.73,0.5732,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.1,0.1,1e-05,0.1,2.0,conv1d
56.62,53.9,54.23,44.82,47.59,46.08,50.5,56.86,43.72,95.33,49.65,56.12,0.5669,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.1,0.1,2e-05,0.1,2.0,conv1d
57.75,55.5,54.83,47.43,47.9,48.8,50.57,56.83,43.99,94.82,49.78,55.72,0.5769,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.6,0.01,1e-05,0.1,2.0,conv1d
57.94,56.45,57.37,50.32,56.21,50.89,50.74,56.83,44.13,94.82,49.26,55.94,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.6,0.01,2e-05,0.1,2.0,conv1d
58.14,55.73,54.66,48.42,48.31,49.92,50.44,56.74,43.88,94.69,49.52,55.67,0.575,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.6,0.05,1e-05,0.1,2.0,conv1d
57.26,55.02,54.64,47.17,47.83,48.44,50.63,56.8,44.15,94.69,49.65,55.66,0.5841,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.6,0.05,2e-05,0.1,2.0,conv1d
57.85,55.66,55.76,48.69,51.92,49.9,50.65,56.9,43.96,94.95,49.52,55.91,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.6,0.1,1e-05,0.1,2.0,conv1d
56.81,54.73,54.59,48.52,50.31,50.02,50.43,56.71,43.86,95.01,49.46,55.91,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.6,0.1,2e-05,0.1,2.0,conv1d
58.04,56.02,55.48,48.67,50.02,49.82,50.63,56.9,43.9,95.01,49.07,55.87,0.5859,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.5,0.01,1e-05,0.1,2.0,conv1d
56.86,55.74,55.71,51.31,53.26,51.33,50.83,56.82,44.19,94.95,49.26,56.01,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.5,0.01,2e-05,0.1,2.0,conv1d
57.94,56.02,55.44,49.66,52.39,49.98,50.65,56.85,44.05,94.5,49.26,55.6,0.5841,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.5,0.05,1e-05,0.1,2.0,conv1d
56.71,54.47,54.45,46.88,49.96,48.16,50.5,56.75,43.84,94.95,49.71,55.84,0.5904,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.5,0.05,2e-05,0.1,2.0,conv1d
57.4,55.18,54.49,47.62,49.27,48.72,50.79,56.97,44.15,94.69,49.52,55.82,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.5,0.1,1e-05,0.1,2.0,conv1d
56.27,53.15,52.85,43.72,45.89,45.26,50.38,56.73,43.68,95.01,49.65,55.91,0.5660000000000001,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.5,0.1,2e-05,0.1,2.0,conv1d
56.96,55.47,56.17,49.76,55.27,49.68,50.87,57.1,44.31,94.63,49.33,55.69,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.2,0.01,1e-05,0.1,2.0,conv1d
57.6,56.15,58.54,50.08,59.21,49.06,50.96,57.06,44.36,94.75,49.07,55.71,0.5687,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.2,0.01,2e-05,0.1,2.0,conv1d
58.14,56.53,56.15,50.08,52.38,50.43,50.84,56.93,44.24,94.69,49.14,55.83,0.5805,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.2,0.05,1e-05,0.1,2.0,conv1d
57.94,56.79,56.78,51.52,53.6,51.76,50.89,56.98,44.27,94.63,49.2,55.66,0.5669,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.2,0.05,2e-05,0.1,2.0,conv1d
57.85,55.83,55.34,48.32,50.91,48.65,50.68,56.93,44.05,94.69,49.39,55.74,0.5723,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.2,0.1,1e-05,0.1,2.0,conv1d
57.21,56.52,56.64,51.29,52.71,51.13,50.74,56.93,44.17,94.75,49.46,55.69,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.2,0.1,2e-05,0.1,2.0,conv1d
59.03,58.17,58.22,53.66,55.11,53.78,50.87,56.98,44.36,94.56,49.2,55.62,0.5805,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.1,0.01,1e-05,0.1,2.0,conv1d
56.67,54.64,55.31,47.26,52.02,47.81,50.99,57.19,44.01,95.01,49.14,56.04,0.5615,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.1,0.01,2e-05,0.1,2.0,conv1d
58.58,57.21,58.5,51.29,57.42,51.1,50.92,57.05,44.25,94.75,49.2,55.8,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.1,0.05,1e-05,0.1,2.0,conv1d
57.8,56.11,57.2,49.77,55.75,50.12,50.8,56.97,44.11,94.82,49.26,55.79,0.5805,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.1,0.05,2e-05,0.1,2.0,conv1d
57.4,55.97,56.03,49.99,53.26,50.3,50.74,56.94,44.19,94.56,49.33,55.93,0.5696,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.1,0.1,1e-05,0.1,2.0,conv1d
57.01,54.78,54.35,46.63,49.09,46.9,50.65,57.01,44.08,94.56,49.2,55.64,0.575,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.1,0.1,2e-05,0.1,2.0,conv1d
57.85,56.47,57.06,51.27,56.04,51.11,50.69,56.87,44.01,94.88,49.26,55.84,0.5832,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.6,0.01,1e-05,0.1,2.0,conv1d
57.4,55.67,55.46,49.15,51.27,49.77,50.77,56.89,44.17,94.5,49.52,55.73,0.5687,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.6,0.01,2e-05,0.1,2.0,conv1d
57.75,55.36,55.23,48.17,51.34,49.44,50.45,56.75,43.86,94.63,49.71,55.65,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.6,0.05,1e-05,0.1,2.0,conv1d
57.01,54.59,54.07,46.64,47.11,48.1,50.59,56.78,44.02,94.82,49.39,55.72,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.6,0.05,2e-05,0.1,2.0,conv1d
58.14,55.95,56.18,48.87,52.24,50.08,50.63,56.89,43.94,94.88,49.52,55.94,0.5741,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.6,0.1,1e-05,0.1,2.0,conv1d
57.26,54.81,56.18,47.62,54.5,48.89,50.57,56.82,43.93,94.95,49.33,55.77,0.5723,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.6,0.1,2e-05,0.1,2.0,conv1d
57.99,55.9,55.61,48.4,50.95,49.71,50.58,56.82,43.93,94.88,49.52,55.92,0.5868,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.5,0.01,1e-05,0.1,2.0,conv1d
57.75,56.16,56.14,51.04,53.62,51.23,50.68,56.84,44.05,94.88,49.39,55.74,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.5,0.01,2e-05,0.1,2.0,conv1d
58.53,56.68,56.06,50.38,53.04,50.48,50.64,56.85,44.02,94.63,49.58,55.66,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.5,0.05,1e-05,0.1,2.0,conv1d
56.86,54.7,54.62,47.03,49.89,48.33,50.46,56.75,43.81,95.01,49.26,55.88,0.5877,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.5,0.05,2e-05,0.1,2.0,conv1d
57.85,55.61,54.87,47.96,49.17,49.12,50.78,56.97,44.16,94.69,49.01,55.72,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.5,0.1,1e-05,0.1,2.0,conv1d
57.11,56.24,56.17,51.69,52.59,52.11,50.75,57.05,43.95,95.07,49.2,55.95,0.5805,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.5,0.1,2e-05,0.1,2.0,conv1d
58.24,56.85,56.95,51.07,54.88,51.05,50.89,57.01,44.3,94.43,49.39,55.58,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.2,0.01,1e-05,0.1,2.0,conv1d
57.01,55.63,56.86,49.37,54.77,48.72,50.64,56.94,43.93,95.2,49.52,55.98,0.5597,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.2,0.01,2e-05,0.1,2.0,conv1d
58.24,56.76,56.73,50.69,54.03,50.63,50.79,56.95,44.16,94.82,48.88,55.9,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.2,0.05,1e-05,0.1,2.0,conv1d
57.06,55.36,55.42,47.92,50.31,49.33,50.69,56.92,43.98,94.95,49.46,55.9,0.5642,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.2,0.05,2e-05,0.1,2.0,conv1d
57.85,56.03,55.49,49.31,51.16,50.15,50.83,57.1,44.18,94.88,49.14,55.84,0.575,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.2,0.1,1e-05,0.1,2.0,conv1d
58.39,57.24,57.19,51.98,53.13,52.61,50.8,56.93,44.21,94.82,49.2,55.76,0.5832,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.2,0.1,2e-05,0.1,2.0,conv1d
58.44,57.22,57.29,51.32,53.38,51.65,50.88,57.0,44.27,94.75,49.01,55.73,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.1,0.01,1e-05,0.1,2.0,conv1d
57.06,56.26,56.82,50.98,53.75,50.48,50.86,56.97,44.27,94.69,49.58,55.69,0.575,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.1,0.01,2e-05,0.1,2.0,conv1d
58.68,57.21,57.48,51.62,55.8,51.54,50.81,56.98,44.25,94.69,49.14,55.69,0.5868,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.1,0.05,1e-05,0.1,2.0,conv1d
57.01,55.33,55.23,49.49,52.78,49.78,50.78,56.99,44.09,94.69,49.39,55.69,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.1,0.05,2e-05,0.1,2.0,conv1d
57.01,55.51,55.45,49.74,52.75,50.14,50.73,56.93,44.19,94.82,49.46,55.74,0.5687,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.1,0.1,1e-05,0.1,2.0,conv1d
56.07,53.22,53.41,44.19,46.86,45.62,50.47,56.84,43.72,95.07,49.2,55.93,0.5660000000000001,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.1,0.1,2e-05,0.1,2.0,conv1d
58.09,55.92,56.05,48.04,51.49,49.19,50.67,56.88,43.97,95.01,49.14,55.85,0.5841,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.6,0.01,1e-05,0.1,2.0,conv1d
57.99,57.12,57.29,52.23,53.54,52.65,50.69,56.89,44.02,95.01,49.14,55.83,0.5723,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.6,0.01,2e-05,0.1,2.0,conv1d
58.04,55.69,55.14,48.62,51.22,49.92,50.41,56.71,43.86,94.56,49.52,55.61,0.575,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.6,0.05,1e-05,0.1,2.0,conv1d
56.96,54.68,54.5,46.8,47.54,48.18,50.59,56.79,44.04,94.56,49.46,55.68,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.6,0.05,2e-05,0.1,2.0,conv1d
57.7,55.5,55.6,48.4,51.6,49.66,50.62,56.88,43.94,94.82,49.58,55.91,0.5741,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.6,0.1,1e-05,0.1,2.0,conv1d
