acc,weighted_f1,weighted_prec,f1,prec,rec,auroc,aupr_in,aupr_out,fpr95,eer,der,eval_acc,dataset,ood_dataset,method,ood_detection_method,text_backbone,seed,log_id,reverse_grad_weight,hidden_size,dropout_rate,diff_weight,sim_weight,recon_weight,lr
57.5,57.22,57.3,52.31,53.28,51.85,51.14,57.39,44.42,94.5,49.33,55.58,0.5832,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,256.0,0.3,0.5,0.1,0.3,2.9999999999999997e-05
57.85,56.57,56.42,49.03,50.74,49.32,51.87,58.02,45.17,94.05,48.82,55.33,0.5877,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,256.0,0.3,0.5,0.7,0.3,1e-05
59.17,58.19,58.47,52.34,56.38,52.03,51.43,57.65,44.83,94.18,49.14,55.4,0.5814,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,256.0,0.3,0.5,0.7,0.3,2e-05
57.94,57.23,57.52,51.85,53.1,52.34,51.21,57.41,44.6,94.24,49.39,55.48,0.5922,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,256.0,0.3,0.5,0.7,0.3,3e-05
57.85,56.13,55.38,48.82,49.58,49.72,51.32,57.7,44.61,94.11,49.2,55.38,0.5841,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,256.0,0.1,0.6,0.1,0.3,1e-05
59.52,57.73,59.94,51.0,59.23,51.08,51.08,57.46,44.27,94.56,49.26,55.6,0.5832,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,256.0,0.1,0.6,0.1,0.3,2e-05
58.63,58.03,58.02,52.7,53.96,52.26,50.96,57.17,44.42,94.37,49.33,55.51,0.594,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,256.0,0.1,0.6,0.1,0.3,2.9999999999999997e-05
58.39,57.55,57.08,51.46,52.0,51.67,51.8,58.07,44.98,94.37,48.82,55.46,0.5904,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,256.0,0.1,0.6,0.7,0.3,1e-05
58.68,56.82,59.16,49.93,58.91,50.08,51.44,57.65,44.75,94.24,48.88,55.5,0.5868,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,256.0,0.1,0.6,0.7,0.3,2e-05
59.12,58.64,58.9,53.26,54.94,53.44,51.07,57.39,44.55,94.18,49.14,55.44,0.5868,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,256.0,0.1,0.6,0.7,0.3,3e-05
58.48,57.09,56.96,50.23,53.31,50.34,51.45,57.74,44.72,94.11,49.14,55.37,0.5895,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,256.0,0.1,0.5,0.1,0.3,1e-05
58.04,57.48,57.28,52.27,52.91,52.26,51.12,57.47,44.53,94.24,49.39,55.46,0.5877,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,256.0,0.1,0.5,0.1,0.3,2e-05
58.58,57.53,57.6,51.35,53.14,51.11,51.04,57.23,44.5,94.05,49.14,55.33,0.5787,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,256.0,0.1,0.5,0.1,0.3,2.9999999999999997e-05
57.6,55.86,55.21,48.37,48.66,49.61,51.7,57.99,44.93,93.99,49.01,55.29,0.5832,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,256.0,0.1,0.5,0.7,0.3,1e-05
58.09,57.56,57.41,52.11,52.93,51.92,51.48,57.72,44.75,94.31,49.2,55.45,0.5814,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,256.0,0.1,0.5,0.7,0.3,2e-05
58.88,58.28,58.07,52.65,53.6,52.23,51.13,57.42,44.48,94.31,49.26,55.54,0.5832,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,256.0,0.1,0.5,0.7,0.3,3e-05
57.75,56.91,57.3,51.9,54.85,51.25,52.59,58.62,45.6,94.05,48.11,55.32,0.6013,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,768.0,0.3,0.6,0.1,0.3,1e-05
57.26,56.71,57.32,51.94,53.78,51.6,52.05,58.23,45.32,93.99,48.62,55.29,0.585,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,768.0,0.3,0.6,0.1,0.3,2e-05
57.01,56.87,57.02,52.27,53.1,51.83,51.9,57.88,44.95,94.37,48.5,55.5,0.585,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,768.0,0.3,0.6,0.1,0.3,2.9999999999999997e-05
57.99,57.48,57.29,53.07,54.03,52.74,52.45,58.44,45.55,93.92,47.86,55.24,0.6031,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,768.0,0.3,0.6,0.7,0.3,1e-05
56.57,56.36,57.18,51.06,52.31,51.15,52.25,58.23,45.34,94.18,48.43,55.4,0.5814,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,768.0,0.3,0.6,0.7,0.3,2e-05
57.55,57.11,57.76,52.91,55.16,52.17,51.71,57.66,44.96,94.24,48.75,55.47,0.5868,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,768.0,0.3,0.6,0.7,0.3,3e-05
57.85,57.37,57.18,53.22,53.77,53.15,52.56,58.58,45.61,94.05,48.05,55.33,0.6031,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,768.0,0.3,0.5,0.1,0.3,1e-05
56.91,56.39,57.01,51.96,53.74,51.44,52.09,58.2,45.24,94.31,48.56,55.48,0.5832,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,768.0,0.3,0.5,0.1,0.3,2e-05
56.81,56.48,56.9,51.5,53.02,51.36,51.61,57.65,44.69,94.5,48.88,55.58,0.575,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,768.0,0.3,0.5,0.1,0.3,2.9999999999999997e-05
57.85,57.09,57.63,52.55,56.09,52.12,52.5,58.46,45.54,94.05,47.79,55.33,0.6004,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,768.0,0.3,0.5,0.7,0.3,1e-05
57.4,57.14,57.83,52.57,53.16,53.14,52.01,57.93,45.29,94.05,48.5,55.32,0.5868,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,768.0,0.3,0.5,0.7,0.3,2e-05
57.21,57.02,57.22,52.77,53.63,52.48,51.45,57.55,44.84,94.18,48.75,55.4,0.5859,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,768.0,0.3,0.5,0.7,0.3,3e-05
58.88,57.68,58.55,51.67,56.95,51.01,52.77,58.78,45.78,94.05,47.6,55.37,0.6004,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,768.0,0.1,0.6,0.1,0.3,1e-05
58.53,57.74,58.4,52.61,55.71,52.24,52.55,58.51,45.54,94.31,47.92,55.47,0.6013,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,768.0,0.1,0.6,0.1,0.3,2e-05
57.21,56.91,57.07,52.5,53.05,52.59,52.08,57.97,45.03,94.43,48.37,55.56,0.5814,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,768.0,0.1,0.6,0.1,0.3,2.9999999999999997e-05
58.73,58.0,58.11,53.64,55.65,53.09,52.66,58.57,45.63,94.18,47.73,55.4,0.6031,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,768.0,0.1,0.6,0.7,0.3,1e-05
57.65,57.03,57.36,52.14,52.94,52.63,52.05,58.03,45.17,94.24,48.37,55.47,0.5904,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,768.0,0.1,0.6,0.7,0.3,2e-05
58.73,58.17,58.56,53.41,54.98,52.96,51.96,57.96,45.26,93.92,48.24,55.26,0.5895,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,768.0,0.1,0.6,0.7,0.3,3e-05
58.98,57.67,58.67,51.59,57.36,51.11,52.62,58.8,45.6,93.99,47.92,55.3,0.5931,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,768.0,0.1,0.5,0.1,0.3,1e-05
58.34,57.61,57.87,53.02,55.0,52.79,52.44,58.44,45.34,94.5,48.05,55.58,0.6022,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,768.0,0.1,0.5,0.1,0.3,2e-05
57.3,56.98,57.47,52.33,53.47,51.98,52.16,58.13,45.24,93.99,48.3,55.31,0.5868,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,768.0,0.1,0.5,0.1,0.3,2.9999999999999997e-05
58.63,58.16,58.41,53.86,54.41,54.1,52.5,58.52,45.61,93.99,47.86,55.33,0.6013,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,768.0,0.1,0.5,0.7,0.3,1e-05
57.21,56.64,57.38,51.7,52.67,52.55,52.16,58.04,45.42,94.11,48.37,55.38,0.5886,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,768.0,0.1,0.5,0.7,0.3,2e-05
59.17,58.65,59.0,53.64,55.44,53.01,52.15,58.05,45.46,94.11,48.5,55.35,0.5922,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.8,768.0,0.1,0.5,0.7,0.3,3e-05
58.58,57.67,57.51,51.3,53.57,50.72,51.89,57.84,45.29,93.99,48.75,55.29,0.5949,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,256.0,0.3,0.6,0.1,0.3,1e-05
58.34,58.06,58.26,52.89,54.14,52.5,51.43,57.51,44.77,94.43,49.01,55.5,0.5922,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,256.0,0.3,0.6,0.1,0.3,2e-05
56.71,56.37,57.02,49.47,51.51,48.95,51.19,57.28,44.69,94.24,49.14,55.44,0.5778,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,256.0,0.3,0.6,0.1,0.3,2.9999999999999997e-05
58.39,57.65,57.65,51.3,53.33,50.98,52.03,57.91,45.4,94.11,48.5,55.37,0.5949,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,256.0,0.3,0.6,0.7,0.3,1e-05
58.53,58.26,58.46,53.1,54.37,52.64,51.65,57.63,45.01,94.11,49.01,55.35,0.5895,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,256.0,0.3,0.6,0.7,0.3,2e-05
58.44,58.19,58.53,52.58,53.81,52.19,51.21,57.24,44.63,94.31,49.2,55.52,0.5868,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,256.0,0.3,0.6,0.7,0.3,3e-05
58.93,58.09,57.92,51.46,53.15,51.22,51.98,57.89,45.31,94.11,48.69,55.37,0.5949,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,256.0,0.3,0.5,0.1,0.3,1e-05
60.01,58.82,58.91,51.95,55.18,51.38,51.41,57.56,44.76,94.24,49.14,55.43,0.5841,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,256.0,0.3,0.5,0.1,0.3,2e-05
57.45,57.4,58.24,51.93,54.21,51.38,51.3,57.38,44.67,94.37,48.82,55.51,0.585,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,256.0,0.3,0.5,0.1,0.3,2.9999999999999997e-05
58.73,57.95,57.82,51.38,53.06,51.15,52.05,57.92,45.4,93.73,48.62,55.18,0.5895,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,256.0,0.3,0.5,0.7,0.3,1e-05
58.34,57.96,58.01,52.91,54.01,52.6,51.75,57.72,45.11,93.92,49.01,55.24,0.5859,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,256.0,0.3,0.5,0.7,0.3,2e-05
57.3,57.12,57.33,51.04,51.93,50.72,51.08,57.17,44.42,94.37,49.14,55.49,0.5832,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,256.0,0.3,0.5,0.7,0.3,3e-05
58.44,57.49,57.54,51.55,54.61,51.24,52.12,57.99,45.41,93.92,48.56,55.26,0.594,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,256.0,0.1,0.6,0.1,0.3,1e-05
57.3,57.17,57.75,52.13,53.98,51.62,51.3,57.37,44.82,94.11,49.14,55.4,0.5841,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,256.0,0.1,0.6,0.1,0.3,2e-05
57.21,56.86,57.35,50.91,52.78,50.49,51.52,57.54,44.92,94.05,49.07,55.33,0.5823,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,256.0,0.1,0.6,0.1,0.3,2.9999999999999997e-05
58.68,57.08,58.13,49.95,56.55,49.72,52.15,58.09,45.29,94.24,48.37,55.42,0.5859,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,256.0,0.1,0.6,0.7,0.3,1e-05
57.4,57.03,57.55,51.69,53.76,50.88,51.54,57.58,45.01,94.11,49.07,55.37,0.585,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,256.0,0.1,0.6,0.7,0.3,2e-05
58.63,58.39,58.6,52.68,53.65,52.25,51.32,57.48,44.58,94.43,48.94,55.53,0.5841,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,256.0,0.1,0.6,0.7,0.3,3e-05
58.68,57.96,57.9,52.0,53.73,51.71,52.14,57.99,45.4,94.05,48.56,55.35,0.594,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,256.0,0.1,0.5,0.1,0.3,1e-05
58.44,57.76,57.96,51.41,53.84,50.63,51.54,57.56,44.94,94.11,49.2,55.37,0.5868,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,256.0,0.1,0.5,0.1,0.3,2e-05
57.26,56.16,56.46,50.07,52.93,49.69,51.25,57.3,44.79,93.99,49.01,55.32,0.5796,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,256.0,0.1,0.5,0.1,0.3,2.9999999999999997e-05
57.89,56.98,56.77,50.75,52.87,50.38,52.34,58.18,45.58,94.18,48.11,55.4,0.594,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,256.0,0.1,0.5,0.7,0.3,1e-05
59.32,58.86,58.79,53.44,54.63,52.93,51.68,57.78,45.16,93.86,49.2,55.25,0.5922,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
57.01,56.64,56.96,50.19,51.53,49.77,51.62,57.73,45.01,94.11,49.2,55.36,0.5814,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,256.0,0.1,0.5,0.7,0.3,3e-05
58.88,58.44,58.38,53.24,54.24,53.12,52.02,58.12,45.3,94.05,48.62,55.32,0.6004,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,768.0,0.3,0.6,0.1,0.3,1e-05
58.58,58.15,58.09,52.82,53.66,52.65,51.93,57.89,45.25,94.31,48.56,55.46,0.6031,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,768.0,0.3,0.6,0.1,0.3,2e-05
58.68,58.48,58.67,53.03,53.85,52.79,51.84,57.78,45.09,94.43,48.62,55.54,0.5995,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,768.0,0.3,0.6,0.1,0.3,2.9999999999999997e-05
58.78,58.18,58.42,53.45,55.25,53.13,52.33,58.39,45.39,94.18,48.3,55.4,0.5976,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-26-07-26-36,0.3,768.0,0.3,0.6,0.7,0.3,1e-05
.,,,,,,,,,,,,,,,,,,,,,,,,,,
58.83,58.39,58.38,53.29,55.06,52.64,51.39,57.38,44.9,94.24,49.14,55.42,0.5877,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,2.0,misa_ma_MIntRec2_multi-class_0_2024-04-27-03-37-06,0.3,256.0,0.3,0.5,0.1,0.3,2e-05
56.91,56.56,57.22,51.53,52.29,51.96,51.46,57.44,44.71,94.37,48.75,55.49,0.5949,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,3.0,misa_ma_MIntRec2_multi-class_0_2024-04-27-03-37-06,0.3,256.0,0.3,0.5,0.1,0.3,2e-05
58.73,57.63,57.69,51.56,54.07,51.18,51.57,57.64,44.81,94.24,48.69,55.43,0.5814,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,4.0,misa_ma_MIntRec2_multi-class_0_2024-04-27-03-37-06,0.3,256.0,0.3,0.5,0.1,0.3,2e-05
..,,,,,,,,,,,,,,,,,,,,,,,,,,
58.93,58.47,58.38,53.01,54.36,52.44,51.86,57.95,45.02,94.11,48.75,55.37,0.5976,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,2.0,misa_ma_MIntRec2_multi-class_0_2024-04-27-06-50-53,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
57.7,57.5,57.78,52.06,52.7,51.97,51.63,57.74,44.98,94.11,49.01,55.33,0.5904,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,3.0,misa_ma_MIntRec2_multi-class_0_2024-04-27-06-50-53,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
58.44,57.67,57.77,52.4,54.66,51.42,51.99,58.11,45.31,93.99,48.62,55.29,0.585,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,4.0,misa_ma_MIntRec2_multi-class_0_2024-04-27-06-50-53,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
...,,,,,,,,,,,,,,,,,,,,,,,,,,
58.88,58.0,58.08,52.56,55.51,52.01,51.44,57.67,44.7,94.31,49.07,55.47,0.5877,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,0.0,misa_ma_MIntRec2_multi-class_0_2024-04-27-07-17-27,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
59.32,58.86,58.79,53.44,54.63,52.93,51.68,57.78,45.16,93.86,49.2,55.25,0.5922,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,1.0,misa_ma_MIntRec2_multi-class_0_2024-04-27-07-17-27,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
58.93,58.47,58.38,53.01,54.36,52.44,51.86,57.95,45.02,94.11,48.75,55.37,0.5976,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,2.0,misa_ma_MIntRec2_multi-class_0_2024-04-27-07-17-27,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
57.7,57.5,57.78,52.06,52.7,51.97,51.63,57.74,44.98,94.11,49.01,55.33,0.5904,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,3.0,misa_ma_MIntRec2_multi-class_0_2024-04-27-07-17-27,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
58.44,57.67,57.77,52.4,54.66,51.42,51.99,58.11,45.31,93.99,48.62,55.29,0.585,MIntRec2,MIntRec2-OOD,misa,ma,bert-base-uncased,4.0,misa_ma_MIntRec2_multi-class_0_2024-04-27-07-17-27,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
.,,,,,,,,,,,,,,,,,,,,,,,,,,
58.88,58.0,58.08,52.56,55.51,52.01,51.79,57.89,44.98,94.5,48.69,55.62,,MIntRec2,MIntRec2-OOD,misa,residual,bert-base-uncased,0.0,misa_residual_MIntRec2_multi-class_0_2024-05-01-01-54-53,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
59.32,58.86,58.79,53.44,54.63,52.93,52.18,58.1,45.39,94.11,48.75,55.34,,MIntRec2,MIntRec2-OOD,misa,residual,bert-base-uncased,1.0,misa_residual_MIntRec2_multi-class_0_2024-05-01-01-54-53,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
58.93,58.47,58.38,53.01,54.36,52.44,51.96,58.05,45.18,94.05,48.88,55.34,,MIntRec2,MIntRec2-OOD,misa,residual,bert-base-uncased,2.0,misa_residual_MIntRec2_multi-class_0_2024-05-01-01-54-53,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
57.7,57.5,57.78,52.06,52.7,51.97,51.6,57.73,44.68,94.43,48.75,55.54,,MIntRec2,MIntRec2-OOD,misa,residual,bert-base-uncased,3.0,misa_residual_MIntRec2_multi-class_0_2024-05-01-01-54-53,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
58.44,57.67,57.77,52.4,54.66,51.42,52.0,58.02,45.21,93.99,48.56,55.37,,MIntRec2,MIntRec2-OOD,misa,residual,bert-base-uncased,4.0,misa_residual_MIntRec2_multi-class_0_2024-05-01-01-54-53,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
58.88,58.0,58.08,52.56,55.51,52.01,51.52,57.87,44.64,94.69,49.01,55.71,,MIntRec2,MIntRec2-OOD,misa,vim,bert-base-uncased,0.0,misa_vim_MIntRec2_multi-class_0_2024-05-01-01-59-34,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
59.32,58.86,58.79,53.44,54.63,52.93,51.62,57.83,44.83,94.31,49.01,55.48,,MIntRec2,MIntRec2-OOD,misa,vim,bert-base-uncased,1.0,misa_vim_MIntRec2_multi-class_0_2024-05-01-01-59-34,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
58.93,58.47,58.38,53.01,54.36,52.44,51.58,57.9,44.82,94.43,49.01,55.54,,MIntRec2,MIntRec2-OOD,misa,vim,bert-base-uncased,2.0,misa_vim_MIntRec2_multi-class_0_2024-05-01-01-59-34,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
57.7,57.5,57.78,52.06,52.7,51.97,51.28,57.72,44.39,94.69,49.07,55.66,,MIntRec2,MIntRec2-OOD,misa,vim,bert-base-uncased,3.0,misa_vim_MIntRec2_multi-class_0_2024-05-01-01-59-34,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
58.44,57.67,57.77,52.4,54.66,51.42,51.67,57.88,44.88,93.99,48.69,55.27,,MIntRec2,MIntRec2-OOD,misa,vim,bert-base-uncased,4.0,misa_vim_MIntRec2_multi-class_0_2024-05-01-01-59-34,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
58.88,58.0,58.08,52.56,55.51,52.01,50.62,57.15,43.69,95.2,49.58,55.92,,MIntRec2,MIntRec2-OOD,misa,energy,bert-base-uncased,0.0,misa_energy_MIntRec2_multi-class_0_2024-05-01-02-04-05,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
