acc,weighted_f1,weighted_prec,f1,prec,rec,auroc,aupr_in,aupr_out,fpr95,eer,der,eval_acc,dataset,ood_dataset,method,ood_detection_method,text_backbone,seed,log_id,lr,weight_decay,warmup_proportion,hidden_dims,num_attention_heads,attention_probs_dropout_prob,hidden_dropout_prob,intermediate_size,num_hidden_layers,max_position_embeddings,aligned_method,sampler,multiple_ood,select_number_min,select_number_max,alpha,mlp_hidden_size,mlp_dropout,scale
59.03,58.59,59.16,53.17,53.72,53.89,71.79,80.27,56.94,84.46,33.92,54.98,0.594,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,dir,1.0,2.0,3.0,3.0,256.0,0.3,8.0
56.76,55.8,57.05,50.66,53.33,51.51,69.96,78.95,55.67,82.37,36.26,53.69,0.5778,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,dir,1.0,2.0,3.0,3.0,256.0,0.3,16.0
58.53,57.98,58.82,53.0,53.81,53.98,70.83,79.56,56.57,83.54,34.42,54.42,0.5805,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,dir,1.0,2.0,3.0,4.0,256.0,0.3,6.0
57.4,56.17,57.39,50.03,55.28,49.8,70.26,79.01,57.31,82.46,35.17,53.72,0.5832,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,dir,1.0,2.0,3.0,4.0,256.0,0.3,8.0
57.55,56.75,57.05,51.48,52.39,51.95,70.07,79.38,53.62,86.97,35.34,56.54,0.5741,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,dir,1.0,2.0,3.0,4.0,256.0,0.3,16.0
57.99,56.34,56.73,49.56,53.45,49.31,72.83,81.01,59.67,80.53,33.17,52.53,0.5859,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,8.0,768.0,ctc,dir,1.0,2.0,3.0,3.0,256.0,0.3,6.0
59.17,57.83,58.84,52.71,56.11,52.33,72.78,80.39,59.49,78.53,32.83,51.23,0.5895,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,8.0,768.0,ctc,dir,1.0,2.0,3.0,3.0,256.0,0.3,8.0
58.48,57.58,58.25,52.75,55.46,52.35,73.35,80.81,59.92,78.78,32.33,51.43,0.585,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,8.0,768.0,ctc,dir,1.0,2.0,3.0,3.0,256.0,0.3,16.0
58.48,57.16,57.5,50.16,53.44,49.37,70.48,79.26,57.31,82.71,34.67,53.9,0.5904,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,8.0,768.0,ctc,dir,1.0,2.0,3.0,4.0,256.0,0.3,6.0
58.29,57.35,58.13,51.56,54.81,51.2,70.04,78.75,56.64,83.21,35.17,54.21,0.5841,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,8.0,768.0,ctc,dir,1.0,2.0,3.0,4.0,256.0,0.3,8.0
57.5,56.72,58.34,50.73,53.93,50.42,69.38,78.48,54.61,84.96,35.67,55.32,0.5741,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,8.0,768.0,ctc,dir,1.0,2.0,3.0,4.0,256.0,0.3,16.0
58.24,56.66,57.32,49.86,53.99,49.93,71.04,79.61,58.18,81.54,34.84,53.13,0.5805,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,2.0,768.0,ctc,dir,1.0,2.0,3.0,3.0,256.0,0.3,6.0
59.67,58.41,58.93,52.88,56.59,52.47,71.31,79.77,58.34,81.7,34.84,53.27,0.5859,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,2.0,768.0,ctc,dir,1.0,2.0,3.0,3.0,256.0,0.3,8.0
57.8,57.07,58.29,51.82,55.18,51.23,70.31,79.14,56.74,82.79,35.59,53.95,0.5886,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,2.0,768.0,ctc,dir,1.0,2.0,3.0,3.0,256.0,0.3,16.0
59.81,58.41,59.16,51.81,56.77,51.38,71.0,79.76,57.92,81.87,34.67,53.32,0.5832,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,2.0,768.0,ctc,dir,1.0,2.0,3.0,4.0,256.0,0.3,6.0
3.34,0.22,0.11,0.22,0.11,3.33,70.84,79.5,57.49,84.29,34.75,54.88,0.5886,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,2.0,768.0,ctc,dir,1.0,2.0,3.0,4.0,256.0,0.3,8.0
56.81,54.79,56.61,47.83,54.36,47.93,71.58,80.3,58.7,80.87,34.5,52.74,0.5859,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,2.0,768.0,ctc,dir,1.0,2.0,3.0,4.0,256.0,0.3,16.0
58.48,57.66,58.82,51.96,55.31,52.53,71.81,80.54,56.23,84.29,33.17,54.89,0.5868,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,6.0,768.0,ctc,dir,1.0,2.0,3.0,3.0,256.0,0.3,6.0
56.47,55.88,56.8,50.62,50.82,52.4,69.53,78.77,53.4,85.05,36.59,55.35,0.5832,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,6.0,768.0,ctc,dir,1.0,2.0,3.0,3.0,256.0,0.3,8.0
58.53,57.26,59.01,51.97,57.46,52.41,72.24,80.31,58.28,81.79,33.25,53.26,0.5895,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,6.0,768.0,ctc,dir,1.0,2.0,3.0,3.0,256.0,0.3,16.0
57.6,56.84,57.3,51.4,53.57,50.89,69.0,78.8,53.32,86.22,35.92,56.09,0.5877,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,6.0,768.0,ctc,dir,1.0,2.0,3.0,4.0,256.0,0.3,6.0
58.14,56.88,59.56,51.56,61.13,51.08,71.78,80.21,57.27,85.21,33.83,55.48,0.5886,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,6.0,768.0,ctc,dir,1.0,2.0,3.0,4.0,256.0,0.3,8.0
57.4,55.99,57.44,50.64,55.77,50.82,72.6,80.62,59.3,80.03,33.5,52.22,0.5759,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,6.0,768.0,ctc,dir,1.0,2.0,3.0,4.0,256.0,0.3,16.0
57.3,56.02,57.48,49.6,52.14,50.37,70.14,78.98,56.48,82.29,35.34,53.63,0.585,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,8.0,768.0,ctc,dir,1.0,2.0,3.0,3.0,256.0,0.3,6.0
57.85,56.97,58.84,51.4,54.21,51.75,70.0,78.79,56.07,84.88,35.34,55.26,0.5814,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,8.0,768.0,ctc,dir,1.0,2.0,3.0,3.0,256.0,0.3,8.0
57.11,55.92,58.0,49.34,54.04,49.25,70.89,79.34,57.98,81.2,35.0,52.93,0.5787,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,8.0,768.0,ctc,dir,1.0,2.0,3.0,3.0,256.0,0.3,16.0
58.48,57.42,58.83,51.69,55.56,51.58,71.02,79.42,57.61,82.54,34.59,53.79,0.5868,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,8.0,768.0,ctc,dir,1.0,2.0,3.0,4.0,256.0,0.3,6.0
56.57,56.37,57.38,51.01,53.41,50.58,69.84,79.16,54.85,85.05,35.76,55.31,0.5814,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,8.0,768.0,ctc,dir,1.0,2.0,3.0,4.0,256.0,0.3,8.0
57.55,56.28,57.91,51.89,55.37,51.07,73.75,81.15,60.7,79.78,32.0,52.06,0.5714,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,8.0,768.0,ctc,dir,1.0,2.0,3.0,4.0,256.0,0.3,16.0
58.39,56.76,56.96,50.34,52.51,50.43,71.5,80.01,58.11,81.79,34.5,53.26,0.5895,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,2.0,768.0,ctc,dir,1.0,2.0,3.0,3.0,256.0,0.3,6.0
3.34,0.22,0.11,0.22,0.11,3.33,71.41,79.95,57.69,82.87,34.84,54.0,0.5805,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,2.0,768.0,ctc,dir,1.0,2.0,3.0,3.0,256.0,0.3,8.0
3.34,0.22,0.11,0.22,0.11,3.33,69.47,79.03,54.99,84.13,36.59,54.79,0.585,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,2.0,768.0,ctc,dir,1.0,2.0,3.0,3.0,256.0,0.3,16.0
3.34,0.22,0.11,0.22,0.11,3.33,71.39,80.22,57.1,83.12,34.34,54.09,0.5841,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,2.0,768.0,ctc,dir,1.0,2.0,3.0,4.0,256.0,0.3,6.0
3.34,0.22,0.11,0.22,0.11,3.33,71.27,80.1,57.21,80.53,34.75,52.53,0.5832,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,2.0,768.0,ctc,dir,1.0,2.0,3.0,4.0,256.0,0.3,8.0
57.06,54.9,56.04,47.18,52.44,47.12,71.18,80.37,57.73,82.79,34.75,53.95,0.5877,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,2.0,768.0,ctc,dir,1.0,2.0,3.0,4.0,256.0,0.3,16.0
57.75,56.3,56.71,50.65,52.86,50.84,70.78,79.48,57.16,83.96,34.75,54.67,0.5877,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,8.0,0.3,0.3,768.0,6.0,768.0,ctc,dir,1.0,2.0,3.0,3.0,256.0,0.3,6.0
58.29,57.04,57.59,51.69,54.25,51.97,70.38,79.19,56.44,83.29,35.09,54.27,0.5904,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,8.0,0.3,0.3,768.0,6.0,768.0,ctc,dir,1.0,2.0,3.0,3.0,256.0,0.3,8.0
57.21,56.23,58.74,51.36,57.61,51.69,72.37,80.5,58.84,80.62,33.58,52.58,0.5759,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-18-13-06-45,2e-05,0.1,0.01,768.0,8.0,0.3,0.3,768.0,6.0,768.0,ctc,dir,1.0,2.0,3.0,3.0,256.0,0.3,16.0
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.58,56.69,56.85,50.02,52.3,50.7,73.24,81.04,59.63,80.7,32.25,52.64,0.6022,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec2_multi-class_0_2024-05-19-04-03-04,1e-05,0.1,0.1,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,dir,1.0,2.0,3.0,2.0,256.0,0.3,8.0
..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.34,0.22,0.11,0.22,0.11,3.33,72.04,80.5,57.11,83.88,33.58,54.63,0.5976,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec2_multi-class_0_2024-05-19-04-47-53,1e-05,0.1,0.01,768.0,8.0,0.3,0.3,768.0,4.0,768.0,ctc,dir,1.0,2.0,3.0,2.0,256.0,0.3,6.0
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.44,56.6,56.71,49.78,52.02,50.41,73.47,81.19,59.98,81.29,32.33,53.0,0.6022,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec2_multi-class_0_2024-05-19-05-19-05,1e-05,0.1,0.1,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,dir,1.0,2.0,3.0,3.0,256.0,0.3,8.0
58.83,57.73,58.88,51.42,54.57,51.67,73.23,81.17,59.31,82.29,32.75,53.63,0.6022,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec2_multi-class_0_2024-05-19-05-19-05,1e-05,0.1,0.1,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,dir,1.0,2.0,3.0,3.0,256.0,0.3,8.0
..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.63,57.73,59.41,52.53,55.71,52.72,72.49,80.39,58.96,81.37,33.33,53.06,0.5778,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec2_multi-class_0_2024-05-19-06-16-41,9e-06,0.1,0.01,768.0,4.0,0.3,0.3,768.0,5.0,768.0,ctc,dir,1.0,2.0,3.0,3.0,256.0,0.3,32.0
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.34,56.94,56.18,49.65,50.21,49.87,69.73,78.45,55.61,85.8,35.17,55.82,0.5877,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-19-07-35-19,1e-05,0.1,0.01,768.0,6.0,0.2,0.3,768.0,6.0,768.0,ctc,dir,1.0,2.0,3.0,3.0,256.0,0.3,2.0
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.06,58.69,59.91,52.83,59.21,52.67,72.9,80.58,59.11,82.46,32.92,53.74,0.5958,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec2_multi-class_0_2024-05-19-08-21-24,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,6.0,768.0,ctc,dir,1.0,2.0,3.0,2.0,256.0,0.3,8.0
59.08,58.02,58.75,52.18,55.47,51.92,71.77,79.97,57.9,82.37,33.92,53.67,0.5995,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec2_multi-class_0_2024-05-19-08-21-24,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,6.0,768.0,ctc,dir,1.0,2.0,3.0,2.0,256.0,0.3,8.0
59.17,57.91,59.08,52.46,55.19,52.84,70.81,79.77,56.84,82.62,35.42,53.79,0.5967,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec2_multi-class_0_2024-05-19-08-21-24,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,6.0,768.0,ctc,dir,1.0,2.0,3.0,2.0,256.0,0.3,8.0
59.62,58.65,58.81,53.09,54.78,53.83,71.75,80.04,57.79,82.12,33.92,53.53,0.5976,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,4.0,msz_ma_MIntRec2_multi-class_0_2024-05-19-08-21-24,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,6.0,768.0,ctc,dir,1.0,2.0,3.0,2.0,256.0,0.3,8.0
