acc,weighted_f1,weighted_prec,f1,prec,rec,auroc,aupr_in,aupr_out,fpr95,eer,der,dataset,ood_dataset,method,ood_detection_method,text_backbone,seed,log_id,lr,weight_decay,warmup_proportion,hidden_dims,num_attention_heads,attention_probs_dropout_prob,hidden_dropout_prob,intermediate_size,num_hidden_layers,max_position_embeddings,aligned_method,multiple_ood,select_number_min,select_number_max,mlp_hidden_size,mlp_dropout,alpha,scale,eval_acc,sampler
58.53,57.8,58.52,52.23,53.91,52.25,52.18,58.31,45.11,94.63,48.3,55.66,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec2_multi-class_0_2024-04-29-08-04-07,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5859,
59.62,58.97,59.48,53.5,55.44,53.37,52.19,58.34,45.25,94.11,48.11,55.47,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec2_multi-class_0_2024-04-29-08-04-07,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5986,
60.06,59.35,59.6,54.86,57.47,54.21,51.91,57.9,45.05,94.43,48.5,55.5,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,4.0,msz_ma_MIntRec2_multi-class_0_2024-04-29-08-04-07,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.6004,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.37,58.37,59.01,53.23,55.06,53.79,51.69,57.81,44.96,94.31,48.88,55.62,MIntRec2,MIntRec2-OOD,msz,residual,bert-base-uncased,0.0,msz_residual_MIntRec2_multi-class_0_2024-04-30-15-00-30,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,,
60.35,59.05,60.07,53.08,57.83,52.85,52.3,58.09,45.21,94.43,48.24,55.74,MIntRec2,MIntRec2-OOD,msz,residual,bert-base-uncased,1.0,msz_residual_MIntRec2_multi-class_0_2024-04-30-15-00-30,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,,
58.53,57.8,58.52,52.23,53.91,52.25,52.18,58.08,45.03,94.75,47.92,55.99,MIntRec2,MIntRec2-OOD,msz,residual,bert-base-uncased,2.0,msz_residual_MIntRec2_multi-class_0_2024-04-30-15-00-30,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,,
59.62,58.97,59.48,53.5,55.44,53.37,52.21,58.22,45.27,94.05,48.24,55.35,MIntRec2,MIntRec2-OOD,msz,residual,bert-base-uncased,3.0,msz_residual_MIntRec2_multi-class_0_2024-04-30-15-00-30,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,,
60.06,59.35,59.6,54.86,57.47,54.21,52.02,58.04,45.03,94.43,48.37,55.55,MIntRec2,MIntRec2-OOD,msz,residual,bert-base-uncased,4.0,msz_residual_MIntRec2_multi-class_0_2024-04-30-15-00-30,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,,
59.37,58.37,59.01,53.23,55.06,53.79,51.57,58.05,44.81,94.5,48.94,55.6,MIntRec2,MIntRec2-OOD,msz,vim,bert-base-uncased,0.0,msz_vim_MIntRec2_multi-class_0_2024-04-30-15-07-04,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,,
60.35,59.05,60.07,53.08,57.83,52.85,52.02,58.2,44.98,94.43,48.69,55.56,MIntRec2,MIntRec2-OOD,msz,vim,bert-base-uncased,1.0,msz_vim_MIntRec2_multi-class_0_2024-04-30-15-07-04,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,,
58.53,57.8,58.52,52.23,53.91,52.25,51.86,58.04,44.75,94.75,48.43,55.91,MIntRec2,MIntRec2-OOD,msz,vim,bert-base-uncased,2.0,msz_vim_MIntRec2_multi-class_0_2024-04-30-15-07-04,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,,
59.62,58.97,59.48,53.5,55.44,53.37,51.42,57.95,44.77,94.05,49.14,55.51,MIntRec2,MIntRec2-OOD,msz,vim,bert-base-uncased,3.0,msz_vim_MIntRec2_multi-class_0_2024-04-30-15-07-04,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,,
60.06,59.35,59.6,54.86,57.47,54.21,51.67,57.92,44.84,94.5,48.62,55.73,MIntRec2,MIntRec2-OOD,msz,vim,bert-base-uncased,4.0,msz_vim_MIntRec2_multi-class_0_2024-04-30-15-07-04,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,,
59.37,58.37,59.01,53.23,55.06,53.79,50.7,57.22,44.01,94.69,49.33,55.69,MIntRec2,MIntRec2-OOD,msz,energy,bert-base-uncased,0.0,msz_energy_MIntRec2_multi-class_0_2024-04-30-15-12-17,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,,
60.35,59.05,60.07,53.08,57.83,52.85,51.14,57.06,44.31,95.01,49.39,56.01,MIntRec2,MIntRec2-OOD,msz,energy,bert-base-uncased,1.0,msz_energy_MIntRec2_multi-class_0_2024-04-30-15-12-17,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,,
58.53,57.8,58.52,52.23,53.91,52.25,50.94,57.08,44.22,94.69,48.94,55.93,MIntRec2,MIntRec2-OOD,msz,energy,bert-base-uncased,2.0,msz_energy_MIntRec2_multi-class_0_2024-04-30-15-12-17,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,,
59.62,58.97,59.48,53.5,55.44,53.37,50.6,57.0,44.1,94.56,49.58,55.94,MIntRec2,MIntRec2-OOD,msz,energy,bert-base-uncased,3.0,msz_energy_MIntRec2_multi-class_0_2024-04-30-15-12-17,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,,
60.06,59.35,59.6,54.86,57.47,54.21,51.05,57.27,44.47,94.63,49.26,55.67,MIntRec2,MIntRec2-OOD,msz,energy,bert-base-uncased,4.0,msz_energy_MIntRec2_multi-class_0_2024-04-30-15-12-17,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,,
59.37,58.37,59.01,53.23,55.06,53.79,50.63,57.18,44.05,94.43,49.58,55.71,MIntRec2,MIntRec2-OOD,msz,maxlogit,bert-base-uncased,0.0,msz_maxlogit_MIntRec2_multi-class_0_2024-04-30-15-15-30,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,,
60.35,59.05,60.07,53.08,57.83,52.85,51.06,57.02,44.34,94.95,49.39,55.79,MIntRec2,MIntRec2-OOD,msz,maxlogit,bert-base-uncased,1.0,msz_maxlogit_MIntRec2_multi-class_0_2024-04-30-15-15-30,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,,
58.53,57.8,58.52,52.23,53.91,52.25,50.91,57.07,44.19,94.63,48.5,55.7,MIntRec2,MIntRec2-OOD,msz,maxlogit,bert-base-uncased,2.0,msz_maxlogit_MIntRec2_multi-class_0_2024-04-30-15-15-30,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,,
59.62,58.97,59.48,53.5,55.44,53.37,50.57,56.99,44.15,94.37,49.71,55.51,MIntRec2,MIntRec2-OOD,msz,maxlogit,bert-base-uncased,3.0,msz_maxlogit_MIntRec2_multi-class_0_2024-04-30-15-15-30,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,,
60.06,59.35,59.6,54.86,57.47,54.21,50.97,57.23,44.41,94.63,49.2,55.73,MIntRec2,MIntRec2-OOD,msz,maxlogit,bert-base-uncased,4.0,msz_maxlogit_MIntRec2_multi-class_0_2024-04-30-15-15-30,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,,
59.37,58.37,59.01,53.23,55.06,53.79,50.52,57.08,43.98,94.5,49.84,55.6,MIntRec2,MIntRec2-OOD,msz,msp,bert-base-uncased,0.0,msz_msp_MIntRec2_multi-class_0_2024-04-30-15-18-39,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,,
60.35,59.05,60.07,53.08,57.83,52.85,50.82,56.85,44.21,94.75,49.58,55.71,MIntRec2,MIntRec2-OOD,msz,msp,bert-base-uncased,1.0,msz_msp_MIntRec2_multi-class_0_2024-04-30-15-18-39,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,,
58.53,57.8,58.52,52.23,53.91,52.25,50.79,57.04,44.19,94.82,49.2,55.8,MIntRec2,MIntRec2-OOD,msz,msp,bert-base-uncased,2.0,msz_msp_MIntRec2_multi-class_0_2024-04-30-15-18-39,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,,
59.62,58.97,59.48,53.5,55.44,53.37,50.5,56.92,44.13,94.43,49.58,55.54,MIntRec2,MIntRec2-OOD,msz,msp,bert-base-uncased,3.0,msz_msp_MIntRec2_multi-class_0_2024-04-30-15-18-39,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,,
60.06,59.35,59.6,54.86,57.47,54.21,50.77,57.03,44.24,94.56,49.52,55.6,MIntRec2,MIntRec2-OOD,msz,msp,bert-base-uncased,4.0,msz_msp_MIntRec2_multi-class_0_2024-04-30-15-18-39,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.96,59.08,59.8,53.79,55.27,54.48,51.63,57.7,44.98,94.18,48.75,55.39,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-10-12-17,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,2.0,256.0,0.3,2.0,8.0,0.5967,
59.27,57.97,58.61,52.52,56.44,52.34,52.74,58.69,45.52,94.37,47.86,55.71,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-10-12-17,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,2.0,256.0,0.3,2.0,8.0,0.6157,
58.19,57.53,58.02,51.62,52.74,52.01,52.39,58.31,45.42,94.37,48.18,55.59,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-10-12-17,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,2.0,256.0,0.3,2.0,8.0,0.5995,
59.57,58.73,59.07,53.4,55.01,53.87,52.11,58.36,45.18,94.31,48.24,55.56,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-10-12-17,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,2.0,256.0,0.3,2.0,8.0,0.5995,
59.62,59.0,59.54,54.37,57.59,53.56,52.0,58.01,45.1,94.37,48.37,55.51,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,4.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-12-24-46,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,2.0,256.0,0.3,2.0,8.0,0.6049,
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.98,57.84,59.01,52.54,56.52,52.41,51.7,57.64,44.95,94.43,48.62,55.63,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-23-08,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,3.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.5949,
56.76,55.8,57.05,50.66,53.33,51.51,51.35,57.43,44.7,94.37,48.82,55.51,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-20-47,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.5778,
3.34,0.22,0.11,0.22,0.11,3.33,51.23,57.49,44.49,94.43,49.01,55.64,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-23-08,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,3.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.5986,
59.03,58.59,59.16,53.17,53.72,53.89,51.4,57.89,44.64,94.31,49.2,55.48,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-20-47,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.594,
59.42,58.32,60.09,52.13,58.22,51.99,51.98,57.89,45.12,94.37,48.56,55.49,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-23-08,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,3.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,16.0,0.5886,
58.14,57.14,59.14,51.47,58.38,51.14,51.88,57.64,45.17,94.24,48.56,55.47,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-20-47,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,16.0,0.5859,
3.34,0.22,0.11,0.22,0.11,3.33,51.6,57.71,44.84,94.43,48.62,55.66,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-23-08,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,3.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.6013,
58.73,57.32,58.61,52.7,55.66,52.44,51.59,57.82,44.93,94.43,49.2,55.55,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-23-08,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.5841,
57.26,56.24,57.47,50.87,53.46,51.1,51.07,57.48,44.43,94.37,49.2,55.5,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-20-47,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5832,
58.78,57.62,58.28,52.3,53.79,53.3,51.11,57.47,44.46,94.82,49.14,55.75,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-20-47,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.5841,
58.29,57.45,58.52,52.08,54.8,51.49,52.14,58.15,45.25,94.43,48.5,55.67,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-23-08,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.5859,
59.67,58.28,59.1,52.62,56.9,52.23,51.36,57.75,44.56,94.5,48.82,55.61,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-20-47,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.5841,
59.67,58.14,59.35,52.97,57.1,52.51,51.42,57.9,44.58,94.69,49.07,55.78,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-23-08,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,16.0,0.585,
57.3,56.01,57.17,50.39,52.39,51.24,51.53,57.79,44.8,94.63,48.94,55.69,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-20-47,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,16.0,0.5696,
58.88,56.64,57.63,49.42,54.35,49.43,51.61,58.06,44.74,94.56,48.75,55.63,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-23-08,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5904,
57.99,57.56,58.18,51.68,53.3,51.24,52.07,58.43,45.26,94.11,48.5,55.37,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-20-47,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5823,
57.65,56.52,58.09,50.3,55.28,50.33,51.53,57.45,44.88,94.24,48.94,55.56,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-23-08,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,7.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.585,
57.16,55.84,57.45,50.46,53.11,50.62,50.81,56.96,44.22,94.88,49.26,55.79,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-20-47,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,4.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.5841,
58.93,57.5,58.7,51.27,56.86,50.65,51.53,57.54,44.87,94.31,49.01,55.74,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-23-08,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,7.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.5958,
58.68,57.21,58.02,51.49,54.73,51.1,51.21,57.25,44.32,94.82,48.82,55.87,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-20-47,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,4.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.5886,
58.29,57.4,58.94,51.85,56.43,51.83,51.75,57.69,44.78,94.69,48.82,55.74,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-23-08,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,7.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,16.0,0.5823,
57.3,56.9,57.67,51.0,51.79,51.6,51.58,57.58,44.75,94.63,48.56,55.65,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-20-47,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,4.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,16.0,0.5949,
58.68,57.08,58.13,50.78,55.33,51.09,51.5,57.5,44.67,94.56,48.82,55.82,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-20-47,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,4.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5931,
59.81,58.28,59.11,52.28,57.68,52.01,52.09,58.11,45.11,94.31,48.05,55.48,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-23-08,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,7.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5949,
57.21,56.23,58.74,51.36,57.61,51.69,52.05,57.99,45.39,93.86,48.24,55.73,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-20-47,2e-05,0.1,0.01,768.0,8.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.5759,
3.34,0.22,0.11,0.22,0.11,3.33,51.74,57.73,44.91,94.37,48.62,55.56,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-23-08,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,3.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.5922,
58.29,57.04,57.59,51.69,54.25,51.97,51.44,57.44,44.88,94.37,49.07,55.49,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-20-47,2e-05,0.1,0.01,768.0,8.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.5904,
60.85,59.48,60.71,52.81,59.46,52.43,51.43,57.57,44.54,94.75,49.26,55.77,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-23-08,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,3.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.5967,
57.65,56.64,58.82,50.86,56.88,50.8,51.46,57.51,44.73,94.5,49.01,55.7,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-20-47,2e-05,0.1,0.01,768.0,8.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,16.0,0.5787,
3.34,0.22,0.11,0.22,0.11,3.33,51.82,57.79,45.0,94.37,48.5,55.48,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-23-08,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,3.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,16.0,0.5958,
57.99,57.55,58.52,52.43,52.89,53.62,51.06,57.44,44.38,94.43,49.52,55.56,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-20-47,2e-05,0.1,0.01,768.0,8.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5841,
3.34,0.22,0.11,0.22,0.11,3.33,51.83,57.82,45.09,94.18,48.62,55.65,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-23-08,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,3.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5976,
58.93,57.67,58.78,52.3,54.42,52.27,51.38,57.69,44.69,94.37,48.94,55.62,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-20-47,2e-05,0.1,0.01,768.0,8.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.5714,
57.75,56.99,58.91,51.74,55.24,51.7,52.25,58.24,45.28,94.24,48.43,55.54,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-23-08,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.5823,
57.94,55.84,56.1,46.99,50.36,47.04,51.36,57.4,44.48,94.63,48.37,55.64,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-20-47,2e-05,0.1,0.01,768.0,8.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.5705,
58.48,57.63,59.52,51.98,56.06,51.67,52.46,58.46,45.44,94.24,48.18,55.45,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-05-06-13-23-08,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.5823,
