acc,weighted_f1,weighted_prec,f1,prec,rec,auroc,aupr_in,aupr_out,fpr95,eer,der,dataset,ood_dataset,method,ood_detection_method,text_backbone,seed,log_id,lr,weight_decay,warmup_proportion,hidden_dims,num_attention_heads,attention_probs_dropout_prob,hidden_dropout_prob,intermediate_size,num_hidden_layers,max_position_embeddings,aligned_method,multiple_ood,select_number_min,select_number_max,mlp_hidden_size,mlp_dropout,alpha,scale,eval_acc,sampler
57.75,57.18,57.35,51.74,52.08,52.33,51.83,57.86,44.88,94.43,48.56,55.6,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec2_multi-class_0_2024-04-17-08-29-57,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,7.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5931,
57.7,56.42,58.04,50.84,54.72,50.26,52.47,58.31,45.43,94.24,48.62,55.49,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec2_multi-class_0_2024-04-17-08-29-57,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,7.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,16.0,0.5823,
58.83,58.33,58.79,53.39,54.98,53.26,50.89,56.93,44.23,94.75,49.07,55.89,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec2_multi-class_0_2024-04-17-08-29-57,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,7.0,768.0,conv1d,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.5877,
59.32,57.91,59.37,52.32,57.32,51.93,50.84,56.95,44.35,94.5,49.01,55.67,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec2_multi-class_0_2024-04-17-08-29-57,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,7.0,768.0,conv1d,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.5922,
58.83,57.4,57.71,51.05,54.19,51.47,50.68,56.91,44.08,94.82,49.33,55.76,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec2_multi-class_0_2024-04-17-08-29-57,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,7.0,768.0,conv1d,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.6013,
58.34,57.49,57.43,51.67,52.72,51.77,50.95,57.11,44.38,94.43,49.26,55.61,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec2_multi-class_0_2024-04-17-08-29-57,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,7.0,768.0,conv1d,1.0,2.0,3.0,256.0,0.3,2.0,16.0,0.5904,
3.34,0.22,0.11,0.22,0.11,3.33,51.24,57.42,44.58,94.5,48.94,55.56,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec2_multi-class_0_2024-04-17-08-29-57,1e-05,0.1,0.01,768.0,8.0,0.3,0.3,768.0,4.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.5976,
3.34,0.22,0.11,0.22,0.11,3.33,51.52,57.57,44.74,94.43,49.39,55.52,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec2_multi-class_0_2024-04-17-08-29-57,1e-05,0.1,0.01,768.0,8.0,0.3,0.3,768.0,4.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.5904,
3.34,0.22,0.11,0.22,0.11,3.33,51.49,57.62,44.75,94.24,48.75,55.48,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec2_multi-class_0_2024-04-17-08-29-57,1e-05,0.1,0.01,768.0,8.0,0.3,0.3,768.0,4.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5967,
59.57,58.45,58.86,52.33,54.73,52.08,51.11,57.49,44.31,94.75,49.2,55.79,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec2_multi-class_0_2024-04-22-01-49-43,8e-06,0.1,0.01,768.0,4.0,0.3,0.3,768.0,4.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.5949,
3.34,0.22,0.11,0.22,0.11,3.33,51.18,57.27,44.64,94.31,49.26,55.59,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec2_multi-class_0_2024-04-22-01-49-43,8e-06,0.1,0.01,768.0,4.0,0.3,0.3,768.0,4.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.5895,
58.04,56.0,57.98,48.94,57.09,48.78,50.99,57.38,44.33,94.69,49.01,55.69,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec2_multi-class_0_2024-04-22-01-49-43,8e-06,0.1,0.01,768.0,4.0,0.3,0.3,768.0,4.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5949,
..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.99,57.5,58.87,52.36,54.23,53.17,51.48,57.48,44.73,94.63,49.07,55.73,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-22-03-39-41,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,4.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.5895,
58.73,57.32,58.61,52.7,55.66,52.44,51.59,57.82,44.93,94.43,49.2,55.55,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-22-04-16-50,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.5841,
57.65,55.85,57.86,50.3,56.25,49.78,51.43,57.58,44.61,94.69,48.94,55.71,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec2_multi-class_0_2024-04-22-04-16-50,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.5841,
58.19,57.48,58.88,52.43,57.96,51.27,52.06,58.02,45.18,94.18,48.43,55.4,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec2_multi-class_0_2024-04-22-04-16-50,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.5886,
57.7,57.06,57.8,51.72,54.3,51.76,51.64,57.64,44.81,94.56,48.69,55.61,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,4.0,msz_ma_MIntRec2_multi-class_0_2024-04-22-04-16-50,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.5832,
3.34,0.22,0.11,0.22,0.11,3.33,51.51,57.69,44.82,94.31,48.69,55.63,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-22-06-34-17,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,5.0,768.0,ctc,2.0,3.0,4.0,256.0,0.3,3.0,16.0,0.5814,
..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.03,58.62,59.12,53.04,54.43,52.99,51.85,58.01,45.06,94.18,48.62,55.42,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-25-08-25-08,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.6022,
59.17,58.24,58.26,53.13,54.46,53.74,51.55,57.63,44.75,94.69,48.69,55.69,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec2_multi-class_0_2024-04-25-09-54-25,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5922,
59.42,57.95,58.59,51.93,56.72,51.54,51.99,58.03,45.06,94.5,48.5,55.56,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec2_multi-class_0_2024-04-25-09-54-25,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5949,
58.19,57.2,57.46,51.54,54.38,51.36,52.13,58.24,45.1,94.31,48.05,55.53,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,4.0,msz_ma_MIntRec2_multi-class_0_2024-04-25-09-54-25,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5913,
59.96,58.68,59.75,52.19,58.29,51.37,51.81,57.92,44.87,94.82,48.43,55.72,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec2_multi-class_0_2024-04-25-11-13-20,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5913,
..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.03,58.62,59.12,53.04,54.43,52.99,51.85,58.01,45.06,94.18,48.62,55.42,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-25-12-02-20,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.6022,
59.96,58.68,59.75,52.19,58.29,51.37,51.81,57.92,44.87,94.82,48.43,55.72,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec2_multi-class_0_2024-04-25-12-02-20,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5913,
59.17,58.24,58.26,53.13,54.46,53.74,51.55,57.63,44.75,94.69,48.69,55.69,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec2_multi-class_0_2024-04-25-12-02-20,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5922,
59.42,57.95,58.59,51.93,56.72,51.54,51.99,58.03,45.06,94.5,48.5,55.56,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec2_multi-class_0_2024-04-25-12-02-20,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5949,
58.19,57.2,57.46,51.54,54.38,51.36,52.13,58.24,45.1,94.31,48.05,55.53,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,4.0,msz_ma_MIntRec2_multi-class_0_2024-04-25-12-02-20,1e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5913,
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.73,53.95,54.47,47.11,50.21,47.73,51.46,57.7,44.52,94.56,48.5,55.72,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,3e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5841,
58.93,56.82,57.21,48.95,52.37,49.19,50.58,56.88,44.0,94.69,49.39,55.71,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,3e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,conv1d,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5823,
57.65,56.61,58.31,51.46,57.46,50.74,51.1,57.27,44.39,94.18,48.94,55.51,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,2.9999999999999997e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,7.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5769,
55.83,53.89,54.98,46.9,48.39,48.22,49.65,56.28,43.24,95.01,50.1,55.85,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,3e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,7.0,768.0,conv1d,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5714,
58.53,56.31,57.35,48.32,54.56,47.96,50.97,57.22,44.02,95.07,49.01,55.87,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,2.9999999999999997e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5759,
57.35,55.18,56.34,47.96,51.17,49.92,50.79,56.99,44.19,94.56,49.58,55.61,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,3e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,5.0,768.0,conv1d,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5778,
57.65,56.68,59.83,51.81,58.93,52.1,51.33,57.49,44.58,94.69,49.26,55.69,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,2.9999999999999997e-05,0.1,0.01,768.0,8.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5678,
56.07,55.97,58.46,51.62,54.92,52.14,51.07,57.15,44.19,94.75,48.69,55.85,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,3e-05,0.1,0.01,768.0,8.0,0.3,0.3,768.0,6.0,768.0,conv1d,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5714,
57.01,55.53,55.99,50.35,52.13,50.69,51.22,57.54,44.43,94.5,48.88,55.58,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,2.9999999999999997e-05,0.1,0.01,768.0,8.0,0.3,0.3,768.0,7.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5796,
58.34,57.82,58.86,52.56,55.03,51.96,50.75,57.03,44.19,94.56,49.46,55.69,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,3e-05,0.1,0.01,768.0,8.0,0.3,0.3,768.0,7.0,768.0,conv1d,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5633,
57.45,57.06,57.67,51.37,52.99,51.09,51.85,58.1,45.1,93.86,48.62,55.33,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,2.9999999999999997e-05,0.1,0.01,768.0,8.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5741,
57.7,57.02,57.69,51.4,53.64,51.07,50.91,57.04,44.33,94.56,49.14,55.63,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,3e-05,0.1,0.01,768.0,8.0,0.3,0.3,768.0,5.0,768.0,conv1d,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5769,
58.48,57.04,58.67,51.7,56.71,51.98,50.98,56.96,44.25,94.75,48.94,55.87,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,2.9999999999999997e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5759,
58.14,57.55,59.11,52.34,55.65,52.36,50.43,56.84,43.88,94.56,49.71,55.62,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,3e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,6.0,768.0,conv1d,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5877,
58.98,57.49,58.15,50.98,55.12,50.89,51.29,57.29,44.48,94.63,48.62,55.97,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,2.9999999999999997e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,7.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5778,
57.11,57.22,59.2,52.59,54.54,53.02,50.83,56.97,44.09,95.14,49.39,55.94,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,3e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,7.0,768.0,conv1d,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5714,
55.88,55.58,56.82,50.9,52.8,50.79,51.35,57.7,44.33,94.75,49.26,55.74,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,2.9999999999999997e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5732,
57.89,55.9,57.57,48.61,51.18,50.89,50.78,57.05,44.18,94.63,49.39,55.72,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,3e-05,0.1,0.01,768.0,4.0,0.3,0.3,768.0,5.0,768.0,conv1d,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5787,
58.09,56.63,57.05,50.57,54.09,50.34,51.78,58.0,44.94,94.5,48.69,55.64,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.585,
58.19,57.77,58.64,52.27,54.36,52.35,50.85,57.03,44.28,94.75,49.46,55.73,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,conv1d,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5904,
58.39,57.22,59.02,51.14,57.79,50.62,51.4,57.38,44.66,94.24,49.07,55.61,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,7.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.6022,
58.34,57.77,59.46,52.83,56.5,52.38,51.32,57.22,44.62,94.5,48.82,55.67,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,7.0,768.0,conv1d,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5778,
57.94,57.38,58.0,52.57,54.02,52.37,51.8,58.16,44.98,94.18,48.62,55.61,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.585,
58.88,57.74,57.77,52.45,55.22,52.06,51.64,57.4,44.95,94.24,48.18,55.65,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,2e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,5.0,768.0,conv1d,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5895,
57.11,56.22,57.06,50.73,51.58,52.2,51.55,57.83,44.75,94.37,48.62,55.53,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,2e-05,0.1,0.01,768.0,8.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5877,
58.09,57.47,59.53,52.38,54.99,53.21,51.02,57.08,44.23,94.75,48.94,55.86,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,2e-05,0.1,0.01,768.0,8.0,0.3,0.3,768.0,6.0,768.0,conv1d,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5823,
58.88,58.11,58.49,52.62,55.11,52.29,51.71,57.81,45.1,93.99,48.69,55.29,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,2e-05,0.1,0.01,768.0,8.0,0.3,0.3,768.0,7.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5805,
57.65,57.46,60.39,52.94,57.26,52.47,51.07,57.29,44.43,94.63,49.46,55.63,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-28-02-45-12,2e-05,0.1,0.01,768.0,8.0,0.3,0.3,768.0,7.0,768.0,conv1d,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5696,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.35,59.05,60.07,53.08,57.83,52.85,52.49,58.41,45.49,94.37,48.56,55.48,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec2_multi-class_0_2024-04-29-02-18-27,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.6031,
59.91,59.09,59.73,54.8,58.36,54.08,51.06,57.07,44.46,94.56,49.2,55.6,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec2_multi-class_0_2024-04-29-02-18-27,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,conv1d,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5913,
58.53,57.73,57.98,52.9,54.34,53.02,51.95,58.14,45.18,94.11,48.3,55.35,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec2_multi-class_0_2024-04-29-02-18-27,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,7.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.604,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.37,58.37,59.01,53.23,55.06,53.79,51.6,57.74,44.93,94.37,48.82,55.47,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-29-04-07-43,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5976,
59.86,58.74,59.22,53.8,56.68,53.99,51.01,57.05,44.43,94.56,49.14,55.58,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-29-04-07-43,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,conv1d,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5958,
58.53,57.8,58.52,52.23,53.91,52.25,52.18,58.31,45.11,94.63,48.3,55.66,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec2_multi-class_0_2024-04-29-04-07-43,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5859,
57.99,57.43,57.6,51.87,53.7,51.35,51.04,57.06,44.37,94.69,49.01,55.73,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec2_multi-class_0_2024-04-29-04-07-43,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,conv1d,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.6013,
59.62,58.97,59.48,53.5,55.44,53.37,52.19,58.34,45.25,94.11,48.11,55.47,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec2_multi-class_0_2024-04-29-04-07-43,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5986,
59.12,57.68,59.15,52.81,58.6,53.08,50.95,57.0,44.43,94.56,48.94,55.61,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec2_multi-class_0_2024-04-29-04-07-43,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,conv1d,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5805,
60.06,59.35,59.6,54.86,57.47,54.21,51.91,57.9,45.05,94.43,48.5,55.5,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,4.0,msz_ma_MIntRec2_multi-class_0_2024-04-29-04-07-43,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.6004,
..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.37,58.37,59.01,53.23,55.06,53.79,51.6,57.74,44.93,94.37,48.82,55.47,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,0.0,msz_ma_MIntRec2_multi-class_0_2024-04-29-08-04-07,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.5976,
60.35,59.05,60.07,53.08,57.83,52.85,52.49,58.41,45.49,94.37,48.56,55.48,MIntRec2,MIntRec2-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec2_multi-class_0_2024-04-29-08-04-07,1e-05,0.1,0.01,768.0,6.0,0.3,0.3,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.6031,
