acc,weighted_f1,weighted_prec,f1,prec,rec,auroc,aupr_in,aupr_out,fpr95,eer,der,dataset,ood_dataset,method,ood_detection_method,text_backbone,seed,log_id,lr,weight_decay,warmup_proportion,hidden_dims,num_attention_heads,attention_probs_dropout_prob,hidden_dropout_prob,intermediate_size,num_hidden_layers,max_position_embeddings,aligned_method,multiple_ood,select_number_min,select_number_max,mlp_hidden_size,mlp_dropout,alpha,scale,eval_acc,sampler
72.13,71.45,72.52,67.7,70.71,67.24,82.78,80.94,82.83,60.44,24.67,32.54,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7348,
71.46,70.85,71.16,66.63,67.77,67.06,81.27,79.15,81.19,65.78,26.22,35.19,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7416,
71.69,71.12,71.56,67.35,69.43,67.08,80.8,79.43,80.45,65.11,24.89,34.86,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7371,
72.13,71.38,71.58,67.04,68.44,67.19,81.06,78.66,80.84,70.0,26.0,37.29,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.7348,
71.91,71.36,71.83,67.68,69.36,67.66,81.24,79.8,80.92,67.56,24.89,36.07,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7393,
71.24,71.07,71.8,68.37,70.66,67.47,81.54,80.04,81.3,67.56,25.11,36.07,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7258,
71.91,71.36,71.95,68.28,70.77,67.68,81.21,79.89,80.73,66.67,24.67,35.63,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7348,
71.46,71.31,71.77,69.22,70.35,68.97,80.24,78.78,79.77,71.56,26.89,37.95,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.7258,
71.69,71.59,72.0,68.63,69.47,68.44,80.1,79.21,79.86,71.33,26.22,37.95,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,6.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7416,
73.03,72.88,73.2,70.33,71.71,69.63,81.78,80.15,81.77,65.56,25.33,35.08,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,6.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7416,
72.36,72.12,72.34,69.4,70.73,68.62,80.42,79.01,80.15,70.44,27.11,37.51,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,6.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7438,
73.26,73.17,73.48,69.8,70.63,69.62,81.23,79.62,81.08,67.78,25.78,36.18,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,6.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.7416,
73.03,72.7,72.92,69.5,69.97,69.98,80.38,78.31,81.48,64.44,27.33,34.52,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7371,
73.26,73.05,73.52,70.01,70.99,69.92,80.76,78.73,81.57,66.67,26.89,35.63,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7303,
72.58,72.41,72.77,69.09,70.23,68.8,80.51,78.55,81.26,64.67,25.78,34.64,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7393,
72.13,72.03,72.58,68.64,69.3,68.97,80.93,78.83,82.26,63.56,26.22,34.09,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.7281,
72.81,72.39,73.06,69.93,72.25,69.16,81.11,78.87,81.43,60.0,26.0,32.2,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7258,
72.13,71.72,71.87,68.71,69.64,68.57,81.69,79.17,82.19,63.33,26.22,33.86,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7303,
70.79,70.24,70.29,67.55,68.72,67.35,80.51,78.32,80.21,64.0,25.78,34.19,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7236,
71.46,70.75,71.02,67.47,69.17,67.26,79.42,77.77,79.73,70.67,29.78,37.62,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.7236,
70.56,69.92,70.41,66.78,69.74,65.66,80.87,78.98,80.68,63.78,25.78,34.2,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,4.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7371,
72.13,71.56,71.34,67.92,68.52,67.83,81.03,78.6,81.12,62.0,26.0,33.08,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,4.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7461,
71.69,71.6,72.18,68.06,69.03,67.96,81.44,79.5,82.4,58.67,26.89,31.54,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,4.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7438,
70.56,70.02,69.96,66.34,67.21,66.18,81.42,79.03,81.74,55.78,25.78,30.11,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,4.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.7438,
71.91,71.35,71.9,67.64,69.98,67.23,80.95,79.02,80.87,63.33,26.0,33.97,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7303,
71.24,70.48,70.78,66.57,67.99,67.04,81.6,79.61,81.24,66.22,25.78,35.41,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7461,
71.24,70.58,71.43,66.28,69.31,66.05,79.69,77.93,79.54,66.44,26.44,35.51,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7438,
72.58,71.81,72.12,67.65,69.46,67.71,81.53,79.45,81.32,65.11,24.89,34.86,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.7393,
72.13,71.56,72.32,68.14,70.71,67.92,80.96,79.64,80.29,72.89,25.78,38.72,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7371,
72.36,72.04,72.12,69.32,69.71,69.49,81.07,79.51,81.08,67.56,25.33,36.07,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7303,
71.46,70.98,71.56,67.76,70.21,67.16,81.21,79.84,80.93,65.78,24.67,35.19,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7348,
70.56,70.43,70.92,67.41,68.49,67.33,81.52,79.84,81.54,66.67,25.33,35.52,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.7281,
71.91,71.79,72.28,68.95,69.98,68.72,80.1,79.27,79.9,68.0,26.89,36.3,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,6.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7416,
72.81,72.52,72.68,69.85,70.88,69.6,81.17,79.35,81.17,68.67,25.78,36.51,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,6.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7393,
71.91,71.82,72.23,68.9,70.28,68.33,80.59,79.06,80.81,70.0,27.11,37.29,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,6.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7438,
73.71,73.45,73.59,70.43,70.84,70.74,81.21,79.93,80.64,67.33,25.11,35.96,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,6.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.7416,
73.26,73.1,73.82,70.33,71.53,70.63,80.01,78.32,80.24,66.22,27.33,35.41,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7393,
72.81,72.53,72.88,68.91,69.85,68.94,80.16,78.17,80.81,66.22,27.56,35.41,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7281,
73.03,72.63,72.79,69.45,70.63,69.21,80.86,78.79,81.84,66.44,26.0,35.29,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7348,
72.81,72.61,73.1,69.11,70.09,69.13,80.66,78.6,81.47,63.78,26.22,34.2,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.7326,
70.79,70.2,70.04,67.19,67.85,67.18,79.85,78.14,79.21,66.44,26.67,35.52,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7281,
71.01,70.47,70.9,67.41,69.73,66.65,80.45,78.65,80.85,66.22,26.89,35.41,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7236,
71.24,70.69,70.65,67.7,68.74,67.5,80.31,78.54,80.02,64.67,27.11,34.64,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7303,
73.71,73.17,73.33,70.51,71.9,70.2,81.21,79.57,81.61,64.44,26.22,34.3,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.7348,
71.46,70.95,71.13,67.46,68.12,67.9,80.2,78.52,79.65,72.0,25.78,38.17,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,4.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7303,
70.56,70.16,70.45,66.71,67.71,66.86,81.64,79.31,82.1,62.89,26.22,33.53,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,4.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7371,
71.69,71.0,71.1,66.89,68.28,66.86,81.39,79.29,81.77,66.22,24.67,35.41,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,4.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7416,
71.46,71.03,71.08,68.03,68.72,68.01,80.73,78.71,80.88,63.56,26.67,33.74,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,4.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.7416,
71.24,70.74,70.78,67.77,68.67,67.83,79.67,78.34,79.85,65.33,28.44,34.85,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7393,
71.69,71.09,71.15,67.05,68.28,66.83,80.54,78.73,80.64,67.33,26.67,35.96,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7528,
70.11,69.45,69.67,65.52,67.19,65.19,79.87,78.18,79.13,67.33,26.44,35.96,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7483,
71.91,71.2,71.19,67.09,68.18,67.13,81.11,79.44,81.27,66.44,26.0,35.52,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.7438,
73.48,73.39,74.03,70.55,72.29,70.16,79.14,78.14,77.65,75.56,26.67,39.94,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7281,
71.91,71.58,71.77,68.14,69.06,67.95,80.48,79.22,79.71,71.56,26.22,37.95,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7348,
72.81,72.41,72.5,69.13,70.08,68.95,80.37,79.29,79.25,72.0,24.67,38.28,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7236,
71.69,71.37,71.57,67.89,68.71,67.89,80.62,79.39,79.73,74.0,26.44,39.28,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,5.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.7191,
72.36,72.13,72.37,69.23,70.5,68.68,80.69,78.87,80.73,62.89,26.67,33.75,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,6.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7416,
72.13,72.02,72.58,69.69,71.76,68.6,81.88,80.2,82.19,62.44,24.44,33.53,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,6.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7506,
71.46,71.05,71.02,67.62,68.46,67.39,80.72,78.95,80.62,64.67,27.33,34.64,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,6.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7461,
72.13,72.23,73.12,69.3,70.27,69.36,81.58,79.31,81.78,64.67,25.56,34.64,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,6.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.7416,
71.46,70.95,71.97,67.58,69.72,68.21,79.92,77.95,80.19,65.78,27.33,35.19,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7371,
71.69,71.39,72.34,67.52,68.78,68.21,80.84,78.67,81.32,66.0,26.22,35.3,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7326,
73.26,72.97,73.29,70.14,71.42,69.75,80.75,78.66,81.22,64.22,27.11,34.42,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7393,
69.89,69.99,70.91,67.22,68.1,67.38,79.65,77.18,80.53,62.44,26.67,33.53,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,6.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.7281,
72.36,71.75,72.16,67.57,70.21,66.64,80.76,78.79,81.04,61.78,25.78,33.2,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.1,768.0,6.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7281,
71.01,70.66,71.31,67.05,69.09,66.86,81.62,78.81,81.87,62.67,25.56,33.53,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.1,768.0,6.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7258,
72.58,71.97,72.01,68.46,70.12,67.79,80.04,78.18,79.52,65.11,26.22,34.86,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.1,768.0,6.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7348,
71.46,71.0,71.06,67.57,68.66,67.25,81.69,79.25,82.28,65.11,26.89,34.75,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.1,768.0,6.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.7326,
72.58,71.86,72.52,67.99,69.97,68.14,80.87,78.47,81.86,59.78,26.89,31.98,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.1,768.0,6.0,0.3,0.1,768.0,4.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7348,
71.91,71.63,72.44,68.39,70.59,68.08,79.84,77.32,80.47,65.33,27.11,34.97,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,1.0,msz_ma_MIntRec_multi-class_0_2024-05-01-05-18-04,1e-05,0.1,0.1,768.0,6.0,0.3,0.1,768.0,4.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7438,
