acc,weighted_f1,weighted_prec,f1,prec,rec,auroc,aupr_in,aupr_out,fpr95,eer,der,dataset,ood_dataset,method,ood_detection_method,text_backbone,seed,log_id,lr,weight_decay,warmup_proportion,hidden_dims,num_attention_heads,attention_probs_dropout_prob,hidden_dropout_prob,intermediate_size,num_hidden_layers,max_position_embeddings,aligned_method,multiple_ood,select_number_min,select_number_max,mlp_hidden_size,mlp_dropout,alpha,scale,eval_acc,sampler
71.24,71.46,72.77,68.6,69.15,69.31,78.02,76.34,77.49,73.56,30.44,39.06,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2.9999999999999997e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.7393,
73.26,72.52,72.66,69.15,71.03,68.67,82.32,80.04,82.91,64.89,24.44,34.75,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,3.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7416,
71.24,70.92,71.49,69.05,70.35,69.06,79.51,78.13,79.59,67.56,28.0,36.07,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2.9999999999999997e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7326,
72.36,71.96,72.52,68.6,71.39,67.37,82.04,80.04,81.57,66.67,23.33,35.63,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,3.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.7416,
72.36,71.95,72.25,68.56,70.42,67.69,80.71,79.14,80.96,67.33,26.44,35.96,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,7.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7281,
70.56,70.5,71.68,66.66,68.72,66.01,78.53,77.6,78.16,66.22,29.33,35.3,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,3e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,6.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7348,
71.24,70.84,71.22,67.04,68.3,66.89,78.64,77.33,77.69,71.33,29.11,37.95,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2.9999999999999997e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,6.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.7348,
70.11,69.71,70.08,66.09,66.18,67.1,80.88,78.7,80.8,64.22,25.78,34.42,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,7.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7236,
70.56,70.71,71.48,67.49,67.37,68.23,78.36,76.75,78.28,68.67,28.44,36.62,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2.9999999999999997e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,6.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7281,
72.13,71.76,72.09,68.49,69.92,68.02,80.62,78.6,80.88,63.33,26.67,33.98,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,7.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7348,
74.38,74.46,75.15,71.48,73.2,70.3,80.42,79.14,80.65,60.89,27.33,32.64,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2.9999999999999997e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7461,
71.69,71.58,71.94,68.87,69.94,68.5,80.57,78.56,80.71,66.0,26.22,35.3,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,7.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.7303,
74.16,74.09,74.38,71.01,71.51,70.91,79.14,78.01,79.42,67.33,29.11,35.96,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2.9999999999999997e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.7483,
70.79,70.64,71.3,67.46,68.89,66.97,81.3,80.02,81.25,61.78,26.67,33.2,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,8.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7326,
73.03,72.9,74.05,70.59,71.89,70.63,79.16,77.17,79.11,69.11,28.22,36.73,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2.9999999999999997e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7416,
69.66,69.48,70.45,66.47,68.31,65.99,80.39,78.57,79.18,67.78,26.0,36.19,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,8.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7348,
72.81,72.86,73.56,70.07,69.96,71.08,78.85,77.94,79.18,66.67,30.22,35.63,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2.9999999999999997e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7348,
71.91,71.72,72.38,69.26,71.33,68.56,80.25,78.51,80.26,65.78,28.0,35.08,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,8.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7438,
71.69,71.24,71.66,66.9,67.55,67.62,78.73,77.61,78.9,67.56,29.78,36.07,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2.9999999999999997e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.7438,
72.36,71.84,72.23,69.4,71.03,69.18,77.4,76.89,77.63,70.22,30.44,37.4,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,3e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7416,
72.81,72.28,72.79,69.27,71.67,68.55,81.32,79.19,80.78,62.0,26.0,33.2,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,8.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.7371,
73.71,73.69,75.33,70.81,74.12,69.53,77.79,77.32,77.5,68.22,30.22,36.41,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,3e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,6.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7303,
70.34,69.55,70.75,66.16,68.84,65.55,82.57,80.23,82.86,64.0,24.44,34.19,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,3.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7438,
72.36,72.2,72.95,70.11,71.83,69.5,77.25,76.76,76.3,74.44,29.56,39.5,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,3e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,6.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.7281,
70.56,69.88,70.89,65.87,69.38,64.79,81.77,79.67,81.4,64.67,24.89,34.64,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,3.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7438,
70.34,69.68,70.85,66.27,68.51,65.83,82.45,80.01,82.93,61.56,24.67,32.98,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,3.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7483,
71.46,71.71,72.69,68.72,70.41,67.9,76.84,76.25,75.57,73.78,29.56,39.17,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2.9999999999999997e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,6.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7416,
71.24,70.78,70.92,66.56,67.3,66.79,81.04,79.0,79.76,71.56,25.56,37.95,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,3.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.7438,
73.71,73.44,73.52,69.7,70.74,69.16,80.03,78.45,80.18,66.67,26.44,35.63,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7393,
72.81,72.21,72.65,68.65,70.67,68.14,80.99,79.43,81.42,63.11,25.33,33.86,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,7.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7258,
72.13,71.96,72.33,69.17,70.41,68.67,80.42,78.87,79.9,68.89,26.44,36.62,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.7393,
71.69,71.54,72.02,69.46,70.52,69.31,80.9,78.23,80.84,61.11,25.78,32.87,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,7.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7258,
74.38,74.24,74.61,71.84,73.31,70.94,79.53,77.93,79.75,68.22,28.22,36.41,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7506,
72.13,71.93,73.16,68.61,70.81,69.22,80.39,78.83,80.09,70.44,26.0,37.51,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7303,
73.26,72.4,73.2,68.69,71.53,68.6,81.09,79.08,81.82,62.67,25.33,33.53,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,7.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7281,
71.24,70.84,71.28,68.68,68.51,69.77,79.45,78.39,78.89,70.22,25.78,37.29,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.7281,
73.71,73.25,73.64,71.06,71.23,71.77,80.22,78.76,80.3,68.44,26.22,36.4,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7326,
71.69,71.45,71.87,68.68,70.1,68.22,80.57,77.79,80.15,66.67,25.33,35.63,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,7.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.7236,
71.24,71.0,72.16,67.23,70.32,66.39,81.37,79.84,81.84,64.89,25.56,34.75,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,8.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7258,
73.48,73.47,74.01,69.91,70.89,69.57,79.22,77.41,79.61,65.78,28.67,35.19,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,6.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7393,
72.81,73.02,74.26,69.92,71.59,69.79,78.68,77.1,78.19,74.22,28.44,39.27,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,6.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.7326,
71.46,71.27,71.91,67.96,69.87,67.23,80.7,78.29,81.19,64.0,25.56,34.31,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,8.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7348,
72.81,72.65,73.44,70.01,72.15,69.3,78.52,77.24,78.96,67.33,29.11,35.62,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2e-05,0.1,0.01,768.0,8.0,0.3,0.1,768.0,6.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7303,
70.34,69.8,70.11,66.24,67.44,66.37,80.73,79.36,81.38,65.33,26.22,34.86,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,8.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7258,
72.13,72.14,72.71,69.77,70.66,69.73,79.83,78.56,79.76,67.78,26.89,35.96,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7438,
70.79,70.4,71.51,66.97,69.94,66.23,81.01,79.33,80.66,64.67,25.78,34.64,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,8.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.7236,
73.48,73.49,73.97,71.33,71.31,71.88,81.06,79.6,81.27,66.89,25.56,35.74,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.7483,
69.89,69.06,69.68,65.02,66.03,65.44,81.38,78.89,81.57,66.44,24.89,35.52,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.1,768.0,6.0,0.3,0.1,768.0,3.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7326,
73.03,72.92,73.44,71.17,72.44,70.81,80.37,79.01,80.41,66.0,27.33,35.3,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7528,
72.13,72.18,72.93,68.44,69.99,67.97,80.37,78.5,79.74,70.89,26.44,37.73,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.1,768.0,6.0,0.3,0.1,768.0,3.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7348,
73.48,73.17,73.41,70.64,70.89,71.12,79.9,78.21,79.88,68.89,26.89,36.74,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7506,
72.13,71.85,72.37,68.85,70.96,67.82,81.75,79.17,82.23,61.56,25.33,33.09,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.1,768.0,6.0,0.3,0.1,768.0,3.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7393,
73.03,72.42,72.38,69.01,68.36,70.31,80.24,78.3,79.74,66.89,25.78,35.74,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.1,768.0,6.0,0.3,0.1,768.0,3.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.7281,
71.24,71.05,71.67,68.02,68.98,68.19,79.91,78.66,79.5,66.89,29.33,35.74,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.7348,
72.36,72.15,72.8,70.21,70.78,70.88,80.01,78.11,80.25,65.56,27.56,35.08,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7348,
71.24,71.12,71.63,68.1,69.01,67.99,80.35,78.02,80.8,65.78,25.78,35.08,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.1,768.0,6.0,0.3,0.1,768.0,7.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7258,
73.26,73.05,73.36,70.41,71.13,70.51,79.3,77.77,78.95,68.0,28.89,36.3,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,6.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7348,
71.24,71.05,71.24,68.09,68.26,68.49,80.96,78.0,80.75,66.22,24.44,35.41,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.1,768.0,6.0,0.3,0.1,768.0,7.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7191,
73.93,73.85,74.28,70.89,71.72,70.8,80.21,78.86,81.19,61.33,28.0,32.98,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,6.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.7528,
74.83,74.98,75.58,71.63,72.64,71.19,79.17,77.96,79.27,71.11,27.11,37.84,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2e-05,0.1,0.01,768.0,4.0,0.3,0.1,768.0,6.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7393,
71.91,71.54,72.11,68.87,70.51,68.8,79.42,77.58,79.35,67.11,28.0,35.85,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.1,768.0,6.0,0.3,0.1,768.0,7.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7281,
73.26,72.98,73.46,69.95,72.37,68.72,80.09,78.33,79.8,63.78,26.67,34.08,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7461,
71.01,70.6,70.95,66.97,67.98,67.19,80.33,77.62,80.31,67.33,26.89,35.85,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.1,768.0,6.0,0.3,0.1,768.0,7.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,16.0,0.7281,
71.24,71.49,72.25,69.03,69.28,69.22,79.85,78.77,79.32,69.56,26.22,36.95,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.7371,
73.71,73.53,73.7,70.6,70.82,70.81,79.02,78.25,78.54,72.22,26.67,38.28,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7416,
71.91,71.46,71.61,67.86,69.73,66.85,79.13,77.8,79.17,69.11,28.44,36.85,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.1,768.0,6.0,0.3,0.1,768.0,8.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7416,
72.81,72.68,73.21,69.98,71.12,69.83,79.46,78.27,79.44,70.44,27.78,37.51,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,8.0,0.7348,
71.24,70.84,71.07,67.73,67.93,68.5,79.63,78.01,79.66,69.11,27.78,36.85,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,2.0,8.0,0.7236,
71.46,70.98,71.48,68.12,70.2,67.3,81.46,79.47,81.78,67.33,25.33,35.96,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,2.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-45-19,1e-05,0.1,0.1,768.0,6.0,0.3,0.1,768.0,8.0,768.0,ctc,1.0,2.0,3.0,256.0,0.3,4.0,16.0,0.7303,
69.89,69.73,70.58,66.61,67.76,67.11,80.53,78.89,80.94,66.22,26.67,35.41,MIntRec,MIntRec-OOD,msz,ma,bert-base-uncased,3.0,msz_ma_MIntRec_multi-class_0_2024-05-04-15-43-46,2e-05,0.1,0.01,768.0,6.0,0.3,0.1,768.0,5.0,900.0,ctc,1.0,2.0,3.0,256.0,0.3,3.0,8.0,0.7303,
