acc,weighted_f1,weighted_prec,f1,prec,rec,auroc,aupr_in,aupr_out,fpr95,eer,der,eval_acc,dataset,ood_dataset,method,ood_detection_method,text_backbone,seed,log_id,lr,weight_decay,warmup_proportion,hidden_dims,num_attention_heads,attention_probs_dropout_prob,hidden_dropout_prob,intermediate_size,num_hidden_layers,max_position_embeddings,aligned_method,multiple_ood,select_number_min,select_number_max,alpha,mlp_hidden_size,mlp_dropout,scale,ablation,sampler
58.29,57.93,58.26,53.2,53.89,53.6,68.47,77.78,53.36,86.3,36.09,56.1,,MIntRec2,MIntRec2-OOD,msz,maxlogit,bert-base-uncased,1,msz_maxlogit_MIntRec2_multi-class_0_2024-05-20-02-10-34,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_fusion_add,dir
59.27,58.2,58.81,53.92,56.73,53.33,68.85,77.68,54.88,83.29,36.93,54.25,,MIntRec2,MIntRec2-OOD,msz,energy,bert-base-uncased,0,msz_energy_MIntRec2_multi-class_0_2024-05-20-02-10-36,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_binary,dir
58.29,57.06,57.46,51.46,54.96,51.26,67.81,77.51,53.4,86.47,36.76,56.26,,MIntRec2,MIntRec2-OOD,msz,maxlogit,bert-base-uncased,2,msz_maxlogit_MIntRec2_multi-class_0_2024-05-20-02-10-17,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_fusion_cat,dir
58.48,57.35,57.58,51.77,55.0,51.63,71.54,81.2,56.83,85.13,34.25,55.39,,MIntRec2,MIntRec2-OOD,msz,vim,bert-base-uncased,4,msz_vim_MIntRec2_multi-class_0_2024-05-20-02-05-43,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_CosClass,dir
58.44,57.26,57.72,51.55,54.61,52.59,66.79,76.0,52.8,84.54,37.34,55.05,,MIntRec2,MIntRec2-OOD,msz,maxlogit,bert-base-uncased,2,msz_maxlogit_MIntRec2_multi-class_0_2024-05-20-02-10-34,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_fusion_add,dir
58.29,57.26,58.61,51.8,55.03,52.76,67.38,77.04,54.35,84.04,37.34,54.74,,MIntRec2,MIntRec2-OOD,msz,maxlogit,bert-base-uncased,3,msz_maxlogit_MIntRec2_multi-class_0_2024-05-20-02-10-17,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_fusion_cat,dir
58.58,58.0,58.25,53.32,55.07,53.4,68.47,78.18,54.69,85.55,36.09,55.69,,MIntRec2,MIntRec2-OOD,msz,energy,bert-base-uncased,1,msz_energy_MIntRec2_multi-class_0_2024-05-20-02-10-36,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_binary,dir
57.85,57.3,57.38,51.62,52.75,51.67,65.62,74.74,50.76,87.05,38.6,56.63,,MIntRec2,MIntRec2-OOD,msz,maxlogit,bert-base-uncased,3,msz_maxlogit_MIntRec2_multi-class_0_2024-05-20-02-10-34,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_fusion_add,dir
57.75,57.31,57.61,52.69,53.49,53.29,66.78,75.82,52.25,85.88,37.01,55.88,,MIntRec2,MIntRec2-OOD,msz,maxlogit,bert-base-uncased,4,msz_maxlogit_MIntRec2_multi-class_0_2024-05-20-02-10-17,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_fusion_cat,dir
58.78,58.04,58.24,53.06,54.38,53.19,67.21,77.13,53.06,85.55,37.18,55.69,,MIntRec2,MIntRec2-OOD,msz,maxlogit,bert-base-uncased,4,msz_maxlogit_MIntRec2_multi-class_0_2024-05-20-02-10-34,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_fusion_add,dir
59.52,57.72,58.4,51.0,55.01,51.62,70.86,79.71,57.55,83.88,33.75,54.62,,MIntRec2,MIntRec2-OOD,msz,energy,bert-base-uncased,2,msz_energy_MIntRec2_multi-class_0_2024-05-20-02-10-36,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_binary,dir
58.29,57.67,58.11,52.47,54.46,52.6,68.41,77.37,53.87,87.47,36.17,56.89,,MIntRec2,MIntRec2-OOD,msz,energy,bert-base-uncased,3,msz_energy_MIntRec2_multi-class_0_2024-05-20-02-10-36,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_binary,dir
59.76,57.89,58.53,51.69,55.24,51.75,69.59,78.52,56.66,81.45,35.76,53.11,,MIntRec2,MIntRec2-OOD,msz,energy,bert-base-uncased,4,msz_energy_MIntRec2_multi-class_0_2024-05-20-02-10-36,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_binary,dir
57.94,56.0,57.05,48.16,55.41,47.89,56.22,69.84,42.92,90.98,46.87,59.09,,MIntRec2,MIntRec2-OOD,msz,energy,bert-base-uncased,0,msz_energy_MIntRec2_multi-class_0_2024-05-20-02-11-55,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_CosClass,dir
55.24,53.07,57.09,44.82,52.15,44.49,63.72,74.03,50.06,87.55,40.52,56.95,,MIntRec2,MIntRec2-OOD,msz,energy,bert-base-uncased,1,msz_energy_MIntRec2_multi-class_0_2024-05-20-02-11-55,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_CosClass,dir
58.34,57.55,57.6,52.64,53.52,53.05,64.57,74.92,50.63,87.39,39.93,56.84,,MIntRec2,MIntRec2-OOD,msz,msp,bert-base-uncased,0,msz_msp_MIntRec2_multi-class_0_2024-05-20-02-12-30,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_fusion_cat,dir
58.58,57.1,56.63,49.71,51.62,49.87,64.93,76.37,49.81,87.55,39.26,56.95,,MIntRec2,MIntRec2-OOD,msz,msp,bert-base-uncased,0,msz_msp_MIntRec2_multi-class_0_2024-05-20-02-12-52,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_fusion_add,dir
59.12,57.85,57.34,52.01,53.14,52.04,64.04,75.44,50.62,85.88,40.85,55.9,,MIntRec2,MIntRec2-OOD,msz,msp,bert-base-uncased,1,msz_msp_MIntRec2_multi-class_0_2024-05-20-02-12-30,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_fusion_cat,dir
58.29,57.93,58.26,53.2,53.89,53.6,66.16,76.78,50.86,87.3,38.76,56.79,,MIntRec2,MIntRec2-OOD,msz,msp,bert-base-uncased,1,msz_msp_MIntRec2_multi-class_0_2024-05-20-02-12-52,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_fusion_add,dir
59.27,58.2,58.81,53.92,56.73,53.33,67.57,77.03,53.33,84.96,37.76,55.32,,MIntRec2,MIntRec2-OOD,msz,maxlogit,bert-base-uncased,0,msz_maxlogit_MIntRec2_multi-class_0_2024-05-20-02-14-25,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_binary,dir
39.3,33.29,35.78,24.45,26.73,28.65,61.28,72.67,46.81,89.14,42.02,57.93,,MIntRec2,MIntRec2-OOD,msz,energy,bert-base-uncased,2,msz_energy_MIntRec2_multi-class_0_2024-05-20-02-11-55,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_CosClass,dir
58.29,57.06,57.46,51.46,54.96,51.26,65.19,76.2,50.52,87.89,40.1,57.16,,MIntRec2,MIntRec2-OOD,msz,msp,bert-base-uncased,2,msz_msp_MIntRec2_multi-class_0_2024-05-20-02-12-30,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_fusion_cat,dir
58.58,58.0,58.25,53.32,55.07,53.4,67.54,77.69,53.41,86.13,36.76,56.05,,MIntRec2,MIntRec2-OOD,msz,maxlogit,bert-base-uncased,1,msz_maxlogit_MIntRec2_multi-class_0_2024-05-20-02-14-25,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_binary,dir
58.44,57.26,57.72,51.55,54.61,52.59,64.62,75.2,50.23,86.38,39.6,56.19,,MIntRec2,MIntRec2-OOD,msz,msp,bert-base-uncased,2,msz_msp_MIntRec2_multi-class_0_2024-05-20-02-12-52,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_fusion_add,dir
58.29,57.26,58.61,51.8,55.03,52.76,64.83,75.69,51.82,85.88,39.77,55.88,,MIntRec2,MIntRec2-OOD,msz,msp,bert-base-uncased,3,msz_msp_MIntRec2_multi-class_0_2024-05-20-02-12-30,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_fusion_cat,dir
56.71,55.8,57.66,49.93,51.98,50.82,64.69,76.79,48.74,89.81,39.77,58.28,,MIntRec2,MIntRec2-OOD,msz,energy,bert-base-uncased,3,msz_energy_MIntRec2_multi-class_0_2024-05-20-02-11-55,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_CosClass,dir
57.85,57.3,57.38,51.62,52.75,51.67,63.6,74.26,48.29,87.47,41.02,56.88,,MIntRec2,MIntRec2-OOD,msz,msp,bert-base-uncased,3,msz_msp_MIntRec2_multi-class_0_2024-05-20-02-12-52,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_fusion_add,dir
59.52,57.72,58.4,51.0,55.01,51.62,69.3,78.78,55.13,83.79,34.75,54.56,,MIntRec2,MIntRec2-OOD,msz,maxlogit,bert-base-uncased,2,msz_maxlogit_MIntRec2_multi-class_0_2024-05-20-02-14-25,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_binary,dir
57.75,57.31,57.61,52.69,53.49,53.29,64.49,74.57,49.49,87.97,39.52,57.21,,MIntRec2,MIntRec2-OOD,msz,msp,bert-base-uncased,4,msz_msp_MIntRec2_multi-class_0_2024-05-20-02-12-30,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_fusion_cat,dir
58.48,57.35,57.58,51.77,55.0,51.63,57.26,67.46,43.46,91.06,45.11,59.16,,MIntRec2,MIntRec2-OOD,msz,energy,bert-base-uncased,4,msz_energy_MIntRec2_multi-class_0_2024-05-20-02-11-55,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_CosClass,dir
58.78,58.04,58.24,53.06,54.38,53.19,65.12,75.95,50.85,87.05,39.85,56.63,,MIntRec2,MIntRec2-OOD,msz,msp,bert-base-uncased,4,msz_msp_MIntRec2_multi-class_0_2024-05-20-02-12-52,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_fusion_add,dir
58.29,57.67,58.11,52.47,54.46,52.6,67.62,76.92,52.32,87.97,36.51,57.19,,MIntRec2,MIntRec2-OOD,msz,maxlogit,bert-base-uncased,3,msz_maxlogit_MIntRec2_multi-class_0_2024-05-20-02-14-25,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_binary,dir
59.76,57.89,58.53,51.69,55.24,51.75,68.16,77.7,54.31,84.38,36.84,54.93,,MIntRec2,MIntRec2-OOD,msz,maxlogit,bert-base-uncased,4,msz_maxlogit_MIntRec2_multi-class_0_2024-05-20-02-14-25,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_binary,dir
57.94,56.0,57.05,48.16,55.41,47.89,56.24,69.85,43.2,90.98,46.87,59.1,,MIntRec2,MIntRec2-OOD,msz,maxlogit,bert-base-uncased,0,msz_maxlogit_MIntRec2_multi-class_0_2024-05-20-02-17-47,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_CosClass,dir
59.27,58.2,58.81,53.92,56.73,53.33,64.93,75.63,50.59,85.38,39.85,55.56,,MIntRec2,MIntRec2-OOD,msz,msp,bert-base-uncased,0,msz_msp_MIntRec2_multi-class_0_2024-05-20-02-18-32,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_binary,dir
55.24,53.07,57.09,44.82,52.15,44.49,63.88,74.1,50.24,87.64,40.85,57.0,,MIntRec2,MIntRec2-OOD,msz,maxlogit,bert-base-uncased,1,msz_maxlogit_MIntRec2_multi-class_0_2024-05-20-02-17-47,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_CosClass,dir
58.58,58.0,58.25,53.32,55.07,53.4,65.14,76.47,50.84,87.22,39.35,56.74,,MIntRec2,MIntRec2-OOD,msz,msp,bert-base-uncased,1,msz_msp_MIntRec2_multi-class_0_2024-05-20-02-18-32,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_binary,dir
39.3,33.29,35.78,24.45,26.73,28.65,65.28,76.72,48.36,89.47,39.43,58.16,,MIntRec2,MIntRec2-OOD,msz,maxlogit,bert-base-uncased,2,msz_maxlogit_MIntRec2_multi-class_0_2024-05-20-02-17-47,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_CosClass,dir
59.52,57.72,58.4,51.0,55.01,51.62,66.84,77.35,52.54,85.71,37.68,55.75,,MIntRec2,MIntRec2-OOD,msz,msp,bert-base-uncased,2,msz_msp_MIntRec2_multi-class_0_2024-05-20-02-18-32,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_binary,dir
56.71,55.8,57.66,49.93,51.98,50.82,69.37,78.51,54.49,84.88,35.67,55.23,,MIntRec2,MIntRec2-OOD,msz,maxlogit,bert-base-uncased,3,msz_maxlogit_MIntRec2_multi-class_0_2024-05-20-02-17-47,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_CosClass,dir
58.29,57.67,58.11,52.47,54.46,52.6,65.6,76.05,50.18,88.3,39.26,57.42,,MIntRec2,MIntRec2-OOD,msz,msp,bert-base-uncased,3,msz_msp_MIntRec2_multi-class_0_2024-05-20-02-18-32,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_binary,dir
59.76,57.89,58.53,51.69,55.24,51.75,65.55,76.24,51.44,85.05,39.35,55.35,,MIntRec2,MIntRec2-OOD,msz,msp,bert-base-uncased,4,msz_msp_MIntRec2_multi-class_0_2024-05-20-02-18-32,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_binary,dir
58.48,57.35,57.58,51.77,55.0,51.63,57.3,67.47,43.5,91.73,44.95,59.58,,MIntRec2,MIntRec2-OOD,msz,maxlogit,bert-base-uncased,4,msz_maxlogit_MIntRec2_multi-class_0_2024-05-20-02-17-47,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_CosClass,dir
57.94,56.0,57.05,48.16,55.41,47.89,57.27,72.02,43.37,90.64,45.53,58.86,,MIntRec2,MIntRec2-OOD,msz,msp,bert-base-uncased,0,msz_msp_MIntRec2_multi-class_0_2024-05-20-02-21-22,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_CosClass,dir
55.24,53.07,57.09,44.82,52.15,44.49,61.94,72.79,47.9,89.47,42.11,58.16,,MIntRec2,MIntRec2-OOD,msz,msp,bert-base-uncased,1,msz_msp_MIntRec2_multi-class_0_2024-05-20-02-21-22,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_CosClass,dir
39.3,33.29,35.78,24.45,26.73,28.65,64.9,76.35,47.67,90.14,39.85,58.58,,MIntRec2,MIntRec2-OOD,msz,msp,bert-base-uncased,2,msz_msp_MIntRec2_multi-class_0_2024-05-20-02-21-22,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_CosClass,dir
56.71,55.8,57.66,49.93,51.98,50.82,68.87,77.99,54.15,85.88,36.09,55.86,,MIntRec2,MIntRec2-OOD,msz,msp,bert-base-uncased,3,msz_msp_MIntRec2_multi-class_0_2024-05-20-02-21-22,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_CosClass,dir
58.48,57.35,57.58,51.77,55.0,51.63,59.05,72.35,44.25,92.06,43.61,59.79,,MIntRec2,MIntRec2-OOD,msz,msp,bert-base-uncased,4,msz_msp_MIntRec2_multi-class_0_2024-05-20-02-21-22,1e-05,0.1,0.01,768,4,0.3,0.3,768,6,768,ctc,1,2,3,2,256,0.3,8,no_CosClass,dir
