acc,weighted_f1,weighted_prec,f1,prec,rec,auroc,aupr_in,aupr_out,fpr95,eer,der,eval_acc,dataset,ood_dataset,method,ood_detection_method,text_backbone,seed,log_id,lr,weight_decay,warmup_proportion,hidden_dims,num_attention_heads,attention_probs_dropout_prob,hidden_dropout_prob,intermediate_size,num_hidden_layers,max_position_embeddings,aligned_method,multiple_ood,select_number_min,select_number_max,alpha,mlp_hidden_size,mlp_dropout,scale,ablation,sampler
71.46,71.01,70.92,68.3,69.05,68.16,81.58,81.27,81.36,63.33,27.33,33.86,,MIntRec,MIntRec-OOD,msz,residual,bert-base-uncased,1.0,msz_residual_MIntRec_multi-class_0_2024-05-18-09-11-54,2e-05,0.1,0.1,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,4.0,256.0,0.3,16.0,no_binary,dir
73.71,73.42,74.12,70.6,73.55,69.01,81.2,82.25,79.99,72.22,27.11,38.39,,MIntRec,MIntRec-OOD,msz,residual,bert-base-uncased,2.0,msz_residual_MIntRec_multi-class_0_2024-05-18-09-11-54,2e-05,0.1,0.1,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,4.0,256.0,0.3,16.0,no_binary,dir
70.79,70.11,70.49,67.03,69.06,66.87,80.31,80.58,79.58,64.89,27.56,34.64,,MIntRec,MIntRec-OOD,msz,residual,bert-base-uncased,3.0,msz_residual_MIntRec_multi-class_0_2024-05-18-09-11-54,2e-05,0.1,0.1,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,4.0,256.0,0.3,16.0,no_binary,dir
73.03,72.64,73.21,70.09,72.65,68.94,79.2,79.53,78.6,72.0,27.56,38.06,,MIntRec,MIntRec-OOD,msz,residual,bert-base-uncased,4.0,msz_residual_MIntRec_multi-class_0_2024-05-18-09-11-54,2e-05,0.1,0.1,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,4.0,256.0,0.3,16.0,no_binary,dir
73.26,72.84,72.88,70.67,71.73,70.34,81.49,81.02,81.59,64.0,26.22,34.3,,MIntRec,MIntRec-OOD,msz,vim,bert-base-uncased,0.0,msz_vim_MIntRec_multi-class_0_2024-05-18-09-13-20,2e-05,0.1,0.1,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,4.0,256.0,0.3,16.0,no_binary,dir
71.46,71.01,70.92,68.3,69.05,68.16,81.0,79.95,80.94,65.11,27.56,34.85,,MIntRec,MIntRec-OOD,msz,vim,bert-base-uncased,1.0,msz_vim_MIntRec_multi-class_0_2024-05-18-09-13-20,2e-05,0.1,0.1,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,4.0,256.0,0.3,16.0,no_binary,dir
73.71,73.42,74.12,70.6,73.55,69.01,81.15,81.74,80.21,68.44,26.89,36.52,,MIntRec,MIntRec-OOD,msz,vim,bert-base-uncased,2.0,msz_vim_MIntRec_multi-class_0_2024-05-18-09-13-20,2e-05,0.1,0.1,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,4.0,256.0,0.3,16.0,no_binary,dir
70.79,70.11,70.49,67.03,69.06,66.87,80.13,80.11,79.55,64.89,28.0,34.75,,MIntRec,MIntRec-OOD,msz,vim,bert-base-uncased,3.0,msz_vim_MIntRec_multi-class_0_2024-05-18-09-13-20,2e-05,0.1,0.1,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,4.0,256.0,0.3,16.0,no_binary,dir
73.03,72.64,73.21,70.09,72.65,68.94,78.59,78.29,78.32,72.67,28.67,38.39,,MIntRec,MIntRec-OOD,msz,vim,bert-base-uncased,4.0,msz_vim_MIntRec_multi-class_0_2024-05-18-09-13-20,2e-05,0.1,0.1,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,4.0,256.0,0.3,16.0,no_binary,dir
73.26,72.84,72.88,70.67,71.73,70.34,80.49,78.05,79.73,67.78,27.11,36.07,,MIntRec,MIntRec-OOD,msz,energy,bert-base-uncased,0.0,msz_energy_MIntRec_multi-class_0_2024-05-18-09-14-46,2e-05,0.1,0.1,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,4.0,256.0,0.3,16.0,no_binary,dir
71.46,71.01,70.92,68.3,69.05,68.16,78.11,76.16,76.39,72.0,27.56,38.17,,MIntRec,MIntRec-OOD,msz,energy,bert-base-uncased,1.0,msz_energy_MIntRec_multi-class_0_2024-05-18-09-14-46,2e-05,0.1,0.1,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,4.0,256.0,0.3,16.0,no_binary,dir
73.71,73.42,74.12,70.6,73.55,69.01,78.7,78.15,76.8,76.89,29.33,40.71,,MIntRec,MIntRec-OOD,msz,energy,bert-base-uncased,2.0,msz_energy_MIntRec_multi-class_0_2024-05-18-09-14-46,2e-05,0.1,0.1,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,4.0,256.0,0.3,16.0,no_binary,dir
70.79,70.11,70.49,67.03,69.06,66.87,78.81,77.54,77.39,72.22,27.56,38.28,,MIntRec,MIntRec-OOD,msz,energy,bert-base-uncased,3.0,msz_energy_MIntRec_multi-class_0_2024-05-18-09-14-46,2e-05,0.1,0.1,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,4.0,256.0,0.3,16.0,no_binary,dir
73.03,72.64,73.21,70.09,72.65,68.94,77.47,76.39,76.89,70.89,30.22,37.73,,MIntRec,MIntRec-OOD,msz,energy,bert-base-uncased,4.0,msz_energy_MIntRec_multi-class_0_2024-05-18-09-14-46,2e-05,0.1,0.1,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,4.0,256.0,0.3,16.0,no_binary,dir
73.26,72.84,72.88,70.67,71.73,70.34,80.03,77.77,78.7,68.0,27.56,36.3,,MIntRec,MIntRec-OOD,msz,maxlogit,bert-base-uncased,0.0,msz_maxlogit_MIntRec_multi-class_0_2024-05-18-09-15-45,2e-05,0.1,0.1,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,4.0,256.0,0.3,16.0,no_binary,dir
71.46,71.01,70.92,68.3,69.05,68.16,77.88,76.04,76.19,72.22,28.22,38.4,,MIntRec,MIntRec-OOD,msz,maxlogit,bert-base-uncased,1.0,msz_maxlogit_MIntRec_multi-class_0_2024-05-18-09-15-45,2e-05,0.1,0.1,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,4.0,256.0,0.3,16.0,no_binary,dir
73.71,73.42,74.12,70.6,73.55,69.01,78.11,77.83,75.89,76.22,28.44,40.38,,MIntRec,MIntRec-OOD,msz,maxlogit,bert-base-uncased,2.0,msz_maxlogit_MIntRec_multi-class_0_2024-05-18-09-15-45,2e-05,0.1,0.1,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,4.0,256.0,0.3,16.0,no_binary,dir
70.79,70.11,70.49,67.03,69.06,66.87,78.48,77.35,76.93,69.56,28.22,37.07,,MIntRec,MIntRec-OOD,msz,maxlogit,bert-base-uncased,3.0,msz_maxlogit_MIntRec_multi-class_0_2024-05-18-09-15-45,2e-05,0.1,0.1,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,4.0,256.0,0.3,16.0,no_binary,dir
73.03,72.64,73.21,70.09,72.65,68.94,77.18,76.26,76.1,74.67,30.67,39.61,,MIntRec,MIntRec-OOD,msz,maxlogit,bert-base-uncased,4.0,msz_maxlogit_MIntRec_multi-class_0_2024-05-18-09-15-45,2e-05,0.1,0.1,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,4.0,256.0,0.3,16.0,no_binary,dir
73.26,72.84,72.88,70.67,71.73,70.34,76.98,75.53,74.75,72.67,30.89,38.62,,MIntRec,MIntRec-OOD,msz,msp,bert-base-uncased,0.0,msz_msp_MIntRec_multi-class_0_2024-05-18-09-16-45,2e-05,0.1,0.1,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,4.0,256.0,0.3,16.0,no_binary,dir
71.46,71.01,70.92,68.3,69.05,68.16,75.71,75.64,73.25,80.22,30.67,42.37,,MIntRec,MIntRec-OOD,msz,msp,bert-base-uncased,1.0,msz_msp_MIntRec_multi-class_0_2024-05-18-09-16-45,2e-05,0.1,0.1,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,4.0,256.0,0.3,16.0,no_binary,dir
73.71,73.42,74.12,70.6,73.55,69.01,74.98,76.3,71.66,83.78,32.22,44.14,,MIntRec,MIntRec-OOD,msz,msp,bert-base-uncased,2.0,msz_msp_MIntRec_multi-class_0_2024-05-18-09-16-45,2e-05,0.1,0.1,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,4.0,256.0,0.3,16.0,no_binary,dir
70.79,70.11,70.49,67.03,69.06,66.87,75.91,75.86,73.78,78.0,31.11,41.15,,MIntRec,MIntRec-OOD,msz,msp,bert-base-uncased,3.0,msz_msp_MIntRec_multi-class_0_2024-05-18-09-16-45,2e-05,0.1,0.1,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,4.0,256.0,0.3,16.0,no_binary,dir
73.03,72.64,73.21,70.09,72.65,68.94,75.19,75.29,73.28,81.78,32.0,43.02,,MIntRec,MIntRec-OOD,msz,msp,bert-base-uncased,4.0,msz_msp_MIntRec_multi-class_0_2024-05-18-09-16-45,2e-05,0.1,0.1,768.0,4.0,0.3,0.1,768.0,4.0,900.0,ctc,1.0,2.0,3.0,4.0,256.0,0.3,16.0,no_binary,dir
