acc,f1,prec,rec,eval_acc,dataset,method,text_backbone,seed,logger_name,eval_f1,num_attention_heads,attention_probs_dropout_prob,hidden_dropout_prob,num_hidden_layers,dropout,aligned_method,lr,hidden_size,hidden_dims,intermediate_size,max_position_embeddings,d_num_attention_heads,d_attention_probs_dropout_prob,d_hidden_dropout_prob,d_num_hidden_layers,d_max_position_embeddings,m_num_attention_heads,m_attention_probs_dropout_prob,m_hidden_dropout_prob,m_num_hidden_layers,m_max_position_embeddings,patience,factor
fusion_feats = torch.cat((t_a_att , t_v_att , t_att), dim=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.11,68.07,68.54,68.04,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-00-19-45,0.6952,,,,,0.2,conv1d,3e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.3,10.0,1024.0,,
70.56,66.76,68.05,66.53,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-00-29-17,0.7069,,,,,0.2,conv1d,5e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.3,10.0,1024.0,,
72.13,69.41,70.74,69.25,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-00-35-19,0.6957,,,,,0.2,conv1d,8e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.3,10.0,1024.0,,
71.69,69.48,69.93,69.68,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-00-41-18,0.6859,,,,,0.1,conv1d,1e-05,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.3,10.0,1024.0,,
71.01,68.97,69.53,68.94,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-00-47-21,0.6990000000000001,,,,,0.1,conv1d,3e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.3,10.0,1024.0,,
69.66,66.99,66.96,67.42,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-00-56-29,0.7075,,,,,0.1,conv1d,5e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.3,10.0,1024.0,,
71.01,68.47,69.26,68.32,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-01-06-23,0.7131,,,,,0.1,conv1d,8e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.3,10.0,1024.0,,
70.79,67.29,67.19,68.56,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-01-12-28,0.7023,,,,,0.2,conv1d,1e-05,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.3,10.0,768.0,,
69.44,66.09,66.84,66.06,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-01-18-07,0.6943,,,,,0.2,conv1d,3e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.3,10.0,768.0,,
70.11,67.41,68.52,67.06,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-01-26-30,0.6875,,,,,0.2,conv1d,5e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.3,10.0,768.0,,
71.69,69.31,70.03,69.12,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-01-32-49,0.6927,,,,,0.2,conv1d,8e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.3,10.0,768.0,,
70.34,67.5,67.93,67.89,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-01-39-13,0.6955,,,,,0.1,conv1d,1e-05,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.3,10.0,768.0,,
69.89,66.2,66.98,66.21,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-01-44-46,0.6894,,,,,0.1,conv1d,3e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.3,10.0,768.0,,
71.01,68.17,68.6,68.36,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-01-53-10,0.6989,,,,,0.1,conv1d,5e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.3,10.0,768.0,,
70.34,66.71,67.71,67.54,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-02-02-42,0.7049,,,,,0.1,conv1d,8e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.3,10.0,768.0,,
72.36,68.82,71.49,67.75,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-02-07-59,0.6812,,,,,0.2,conv1d,1e-05,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.2,8.0,1024.0,,
71.91,68.67,69.73,68.22,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-02-13-42,0.6958,,,,,0.2,conv1d,3e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.2,8.0,1024.0,,
71.91,69.29,70.14,69.06,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-02-22-50,0.6885,,,,,0.2,conv1d,5e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.2,8.0,1024.0,,
71.69,68.53,69.57,68.29,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-02-31-34,0.6725,,,,,0.2,conv1d,8e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.2,8.0,1024.0,,
72.36,68.34,70.76,67.09,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-02-40-38,0.6711,,,,,0.1,conv1d,1e-05,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.2,8.0,1024.0,,
71.46,67.59,68.85,67.13,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-02-45-14,0.6825,,,,,0.1,conv1d,3e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.2,8.0,1024.0,,
72.81,69.93,71.19,69.37,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-02-52-51,0.679,,,,,0.1,conv1d,5e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.2,8.0,1024.0,,
72.58,68.72,70.06,68.28,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-03-00-25,0.6727,,,,,0.1,conv1d,8e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.2,8.0,1024.0,,
71.91,69.66,70.12,69.95,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-03-10-33,0.7033,,,,,0.2,conv1d,1e-05,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.2,8.0,768.0,,
70.79,67.11,67.65,67.02,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-03-16-38,0.6791,,,,,0.2,conv1d,3e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.2,8.0,768.0,,
71.01,67.46,68.07,67.17,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-03-26-04,0.698,,,,,0.2,conv1d,5e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.2,8.0,768.0,,
71.46,68.52,68.76,68.65,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-03-35-52,0.6992,,,,,0.2,conv1d,8e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.2,8.0,768.0,,
71.46,67.63,68.58,67.46,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-03-42-20,0.6970000000000001,,,,,0.1,conv1d,1e-05,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.2,8.0,768.0,,
70.79,67.05,68.09,66.88,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-03-48-26,0.6822,,,,,0.1,conv1d,3e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.2,8.0,768.0,,
70.79,66.91,66.83,67.64,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-03-56-01,0.7011,,,,,0.1,conv1d,5e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.2,8.0,768.0,,
71.46,68.03,68.8,67.78,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-04-02-27,0.6978,,,,,0.1,conv1d,8e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.2,8.0,768.0,,
70.56,67.78,67.71,68.84,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-04-11-56,0.6909,,,,,0.2,conv1d,1e-05,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.2,10.0,1024.0,,
71.01,68.64,69.19,68.65,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-04-17-30,0.6934,,,,,0.2,conv1d,3e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.2,10.0,1024.0,,
70.56,66.87,68.54,66.53,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-04-30-30,0.7065,,,,,0.2,conv1d,5e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.2,10.0,1024.0,,
71.91,69.09,70.32,68.83,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-10-04-36-31,0.705,,,,,0.2,conv1d,8e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.2,0.2,10.0,1024.0,,
71.69,69.82,70.36,69.82,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-10-04-45-43,0.6813,,,,,0.1,conv1d,8e-06,,768.0,768.0,,8.0,0.1,0.2,10.0,768.0,12.0,0.3,0.1,8.0,1024.0,,
69.21,64.39,65.44,64.4,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-10-05-21-14,0.6758,,,,,0.2,conv1d,3e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.1,0.3,8.0,1024.0,,
71.46,69.76,71.71,69.98,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-10-05-27-21,0.6836,,,,,0.2,conv1d,5e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.1,0.3,8.0,1024.0,,
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.44,65.92,66.25,66.33,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-10-05-53-59,0.6819,,,,,0.2,conv1d,3e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.1,0.3,8.0,1024.0,,
70.56,67.52,67.99,67.48,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-10-06-04-11,0.6785,,,,,0.2,conv1d,5e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.1,0.3,8.0,1024.0,,
71.46,69.27,69.59,69.29,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-10-06-10-59,0.6920000000000001,,,,,0.2,conv1d,8e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.1,0.3,8.0,1024.0,,
72.36,69.42,69.27,69.83,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-10-06-18-16,0.6843,,,,,0.2,conv1d,9e-06,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.1,0.3,8.0,1024.0,,
70.79,67.89,68.17,68.6,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-10-06-26-13,0.6873,,,,,0.2,conv1d,1e-05,,768.0,768.0,,8.0,0.2,0.2,10.0,768.0,12.0,0.1,0.3,8.0,1024.0,,
......,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.76,65.3,65.47,66.37,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-10-06-33-42,0.679,,,,,0.1,conv1d,9e-06,,768.0,768.0,,8.0,0.2,0.1,10.0,768.0,12.0,0.1,0.3,8.0,1024.0,,
70.79,67.83,67.54,68.54,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-10-06-39-26,0.6838,,,,,0.1,conv1d,8e-06,,768.0,768.0,,8.0,0.2,0.1,10.0,768.0,12.0,0.1,0.3,8.0,1024.0,,
71.24,68.49,68.39,68.79,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-03-10-06-46-40,0.6890000000000001,,,,,0.3,conv1d,9e-06,,768.0,768.0,,8.0,0.2,0.1,10.0,768.0,12.0,0.1,0.3,8.0,1024.0,,
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.17,54.45,54.96,54.68,,MIntRec2,msz,bert-base-uncased,1.0,msz_MIntRec2_multi-class_seed-1_2024-03-10-07-11-44,0.5287,6.0,0.3,0.5,6.0,0.4,conv1d,5e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
58.83,53.43,55.0,53.44,,MIntRec2,msz,bert-base-uncased,1.0,msz_MIntRec2_multi-class_seed-1_2024-03-10-07-43-54,0.5259,6.0,0.3,0.5,6.0,0.4,conv1d,4e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
58.93,53.96,54.88,53.95,,MIntRec2,msz,bert-base-uncased,1.0,msz_MIntRec2_multi-class_seed-1_2024-03-10-08-19-20,0.5402,6.0,0.3,0.5,6.0,0.2,conv1d,5e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
59.47,54.46,55.82,54.5,,MIntRec2,msz,bert-base-uncased,1.0,msz_MIntRec2_multi-class_seed-1_2024-03-10-08-49-17,0.5313,6.0,0.3,0.5,6.0,0.2,conv1d,4e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
58.68,53.47,54.26,53.38,,MIntRec2,msz,bert-base-uncased,2.0,msz_MIntRec2_multi-class_seed-2_2024-03-10-11-33-37,0.512,6.0,0.3,0.5,6.0,0.4,conv1d,5e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
58.88,52.61,53.98,52.7,,MIntRec2,msz,bert-base-uncased,2.0,msz_MIntRec2_multi-class_seed-2_2024-03-10-12-04-25,0.5102,6.0,0.3,0.5,6.0,0.4,conv1d,4e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
58.19,52.99,53.94,52.88,,MIntRec2,msz,bert-base-uncased,2.0,msz_MIntRec2_multi-class_seed-2_2024-03-10-12-33-02,0.5135,6.0,0.3,0.5,6.0,0.2,conv1d,5e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
58.53,52.54,53.51,52.58,,MIntRec2,msz,bert-base-uncased,2.0,msz_MIntRec2_multi-class_seed-2_2024-03-10-13-04-44,0.5186,6.0,0.3,0.5,6.0,0.2,conv1d,4e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
58.48,52.49,52.71,52.81,,MIntRec2,msz,bert-base-uncased,3.0,msz_MIntRec2_multi-class_seed-3_2024-03-10-13-30-43,0.5284,6.0,0.3,0.5,6.0,0.4,conv1d,5e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
59.08,52.83,56.9,52.97,,MIntRec2,msz,bert-base-uncased,3.0,msz_MIntRec2_multi-class_seed-3_2024-03-10-14-02-41,0.5215,6.0,0.3,0.5,6.0,0.4,conv1d,4e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
58.34,52.66,52.97,52.84,,MIntRec2,msz,bert-base-uncased,3.0,msz_MIntRec2_multi-class_seed-3_2024-03-10-14-31-37,0.5352,6.0,0.3,0.5,6.0,0.2,conv1d,5e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
58.63,52.5,53.43,52.75,,MIntRec2,msz,bert-base-uncased,3.0,msz_MIntRec2_multi-class_seed-3_2024-03-10-15-11-02,0.5288,6.0,0.3,0.5,6.0,0.2,conv1d,4e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
58.44,52.84,54.1,52.6,,MIntRec2,msz,bert-base-uncased,4.0,msz_MIntRec2_multi-class_seed-4_2024-03-10-15-44-22,0.5263,6.0,0.3,0.5,6.0,0.4,conv1d,5e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
58.19,52.45,55.65,52.34,,MIntRec2,msz,bert-base-uncased,4.0,msz_MIntRec2_multi-class_seed-4_2024-03-10-16-26-06,0.5247,6.0,0.3,0.5,6.0,0.4,conv1d,4e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
58.09,50.64,52.17,51.31,,MIntRec2,msz,bert-base-uncased,4.0,msz_MIntRec2_multi-class_seed-4_2024-03-10-16-58-18,0.5261,6.0,0.3,0.5,6.0,0.2,conv1d,5e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
58.39,52.92,54.26,52.87,,MIntRec2,msz,bert-base-uncased,4.0,msz_MIntRec2_multi-class_seed-4_2024-03-10-17-17-56,0.5306,6.0,0.3,0.5,6.0,0.2,conv1d,4e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
58.78,52.05,53.27,52.25,,MIntRec2,msz,bert-base-uncased,5.0,msz_MIntRec2_multi-class_seed-5_2024-03-10-17-49-01,0.5235,6.0,0.3,0.5,6.0,0.4,conv1d,5e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
59.52,52.9,54.02,52.85,,MIntRec2,msz,bert-base-uncased,5.0,msz_MIntRec2_multi-class_seed-5_2024-03-10-18-14-11,0.5173,6.0,0.3,0.5,6.0,0.4,conv1d,4e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
59.57,53.9,55.85,53.67,,MIntRec2,msz,bert-base-uncased,5.0,msz_MIntRec2_multi-class_seed-5_2024-03-10-18-57-20,0.524,6.0,0.3,0.5,6.0,0.2,conv1d,5e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
59.71,53.49,55.91,53.2,,MIntRec2,msz,bert-base-uncased,5.0,msz_MIntRec2_multi-class_seed-5_2024-03-10-19-21-13,0.523,6.0,0.3,0.5,6.0,0.2,conv1d,4e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.39,51.25,53.8,51.31,,MIntRec2,msz,bert-base-uncased,1.0,msz_MIntRec2_multi-class_seed-1_2024-03-11-02-04-21,0.5138,6.0,0.3,0.5,8.0,0.4,conv1d,3e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.44,51.35,55.22,51.57,,MIntRec2,msz,bert-base-uncased,1.0,msz_MIntRec2_multi-class_seed-1_2024-03-13-03-21-18,0.5164,6.0,0.3,0.4,6.0,0.3,conv1d,3e-06,,768.0,768.0,1024.0,,,,,,,,,,,,
..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.88,52.58,57.63,52.49,,MIntRec2,msz,bert-base-uncased,1.0,msz_MIntRec2_multi-class_seed-1_2024-03-13-04-02-01,0.5146,6.0,0.3,0.5,6.0,0.2,conv1d,3e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
59.03,52.55,55.72,52.46,,MIntRec2,msz,bert-base-uncased,2.0,msz_MIntRec2_multi-class_seed-2_2024-03-13-04-38-46,0.5094,6.0,0.3,0.5,6.0,0.2,conv1d,3e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
59.22,52.22,56.17,52.4,,MIntRec2,msz,bert-base-uncased,3.0,msz_MIntRec2_multi-class_seed-3_2024-03-13-05-23-38,0.5045,6.0,0.3,0.5,6.0,0.2,conv1d,3e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
58.68,51.98,56.04,52.02,,MIntRec2,msz,bert-base-uncased,4.0,msz_MIntRec2_multi-class_seed-4_2024-03-13-05-56-39,0.5159,6.0,0.3,0.5,6.0,0.2,conv1d,3e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
....,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.03,53.44,54.09,53.67,,MIntRec2,msz,bert-base-uncased,1.0,msz_MIntRec2_multi-class_seed-1_2024-03-13-06-33-05,0.5192,6.0,0.3,0.5,6.0,0.1,conv1d,4e-06,,768.0,768.0,900.0,,,,,,,,,,,,
..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.08,53.45,54.53,53.39,,MIntRec2,msz,bert-base-uncased,1.0,msz_MIntRec2_multi-class_seed-1_2024-03-13-07-35-12,0.5275,6.0,0.3,0.5,6.0,0.2,conv1d,4e-06,,768.0,768.0,900.0,,,,,,,,,,,,
59.47,54.46,55.82,54.5,,MIntRec2,msz,bert-base-uncased,1.0,msz_MIntRec2_multi-class_seed-1_2024-03-13-08-11-06,0.5313,6.0,0.3,0.5,6.0,0.2,conv1d,4e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
59.32,53.35,54.24,53.51,,MIntRec2,msz,bert-base-uncased,1.0,msz_MIntRec2_multi-class_seed-1_2024-03-13-08-44-04,0.5253,6.0,0.3,0.6,6.0,0.2,conv1d,4e-06,,768.0,768.0,900.0,,,,,,,,,,,,
59.22,54.08,55.51,54.01,,MIntRec2,msz,bert-base-uncased,1.0,msz_MIntRec2_multi-class_seed-1_2024-03-13-09-14-21,0.5319,6.0,0.3,0.6,6.0,0.2,conv1d,4e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
59.52,54.0,55.07,53.86,,MIntRec2,msz,bert-base-uncased,1.0,msz_MIntRec2_multi-class_seed-1_2024-03-13-09-48-02,0.5326,6.0,0.4,0.5,6.0,0.2,conv1d,4e-06,,768.0,768.0,900.0,,,,,,,,,,,,
58.88,53.54,54.53,53.6,,MIntRec2,msz,bert-base-uncased,1.0,msz_MIntRec2_multi-class_seed-1_2024-03-13-10-14-49,0.5284,6.0,0.4,0.5,6.0,0.2,conv1d,4e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
59.03,53.27,54.06,53.39,,MIntRec2,msz,bert-base-uncased,1.0,msz_MIntRec2_multi-class_seed-1_2024-03-13-10-46-33,0.5224,6.0,0.4,0.6,6.0,0.2,conv1d,4e-06,,768.0,768.0,900.0,,,,,,,,,,,,
59.03,53.94,54.97,53.93,,MIntRec2,msz,bert-base-uncased,1.0,msz_MIntRec2_multi-class_seed-1_2024-03-13-11-11-43,0.5332,6.0,0.4,0.6,6.0,0.2,conv1d,4e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
58.44,52.52,53.37,52.57,,MIntRec2,msz,bert-base-uncased,2.0,msz_MIntRec2_multi-class_seed-2_2024-03-13-11-41-43,0.5357,6.0,0.3,0.5,6.0,0.2,conv1d,4e-06,,768.0,768.0,900.0,,,,,,,,,,,,
58.14,52.46,53.89,52.4,,MIntRec2,msz,bert-base-uncased,2.0,msz_MIntRec2_multi-class_seed-2_2024-03-13-12-19-47,0.5114,6.0,0.3,0.6,6.0,0.2,conv1d,4e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
58.09,52.49,52.85,52.99,,MIntRec2,msz,bert-base-uncased,2.0,msz_MIntRec2_multi-class_seed-2_2024-03-13-13-10-12,0.5069,6.0,0.3,0.5,6.0,0.2,conv1d,6e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.19,52.99,53.94,52.88,,MIntRec2,msz,bert-base-uncased,2.0,msz_MIntRec2_multi-class_seed-2_2024-03-13-13-39-16,0.5135,6.0,0.3,0.5,6.0,0.2,conv1d,5e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
58.53,52.54,53.51,52.58,,MIntRec2,msz,bert-base-uncased,2.0,msz_MIntRec2_multi-class_seed-2_2024-03-13-14-15-58,0.5186,6.0,0.3,0.5,6.0,0.2,conv1d,4e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
58.63,53.16,54.23,53.05,,MIntRec2,msz,bert-base-uncased,2.0,msz_MIntRec2_multi-class_seed-2_2024-03-13-14-45-33,0.507,6.0,0.3,0.5,6.0,0.5,conv1d,5e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
58.78,52.51,54.18,52.62,,MIntRec2,msz,bert-base-uncased,2.0,msz_MIntRec2_multi-class_seed-2_2024-03-13-15-16-32,0.5103,6.0,0.3,0.5,6.0,0.5,conv1d,4e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
58.34,52.11,52.99,52.18,,MIntRec2,msz,bert-base-uncased,2.0,msz_MIntRec2_multi-class_seed-2_2024-03-13-15-47-36,0.5072,6.0,0.3,0.5,4.0,0.2,conv1d,5e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
59.12,52.33,53.85,52.33,,MIntRec2,msz,bert-base-uncased,2.0,msz_MIntRec2_multi-class_seed-2_2024-03-13-16-11-16,0.4982,6.0,0.3,0.5,4.0,0.2,conv1d,4e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
58.68,51.42,52.31,51.61,,MIntRec2,msz,bert-base-uncased,2.0,msz_MIntRec2_multi-class_seed-2_2024-03-13-16-34-55,0.5135,6.0,0.3,0.5,4.0,0.5,conv1d,5e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
58.63,50.72,52.2,51.17,,MIntRec2,msz,bert-base-uncased,2.0,msz_MIntRec2_multi-class_seed-2_2024-03-13-17-05-15,0.5009,6.0,0.3,0.5,4.0,0.5,conv1d,4e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
57.99,52.8,53.42,52.73,,MIntRec2,msz,bert-base-uncased,2.0,msz_MIntRec2_multi-class_seed-2_2024-03-13-17-31-02,0.5155,6.0,0.3,0.4,6.0,0.2,conv1d,5e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
58.48,52.51,53.32,52.72,,MIntRec2,msz,bert-base-uncased,2.0,msz_MIntRec2_multi-class_seed-2_2024-03-13-18-02-18,0.5237,6.0,0.3,0.4,6.0,0.2,conv1d,4e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
58.39,52.86,53.76,52.73,,MIntRec2,msz,bert-base-uncased,2.0,msz_MIntRec2_multi-class_seed-2_2024-03-13-18-30-58,0.5108,6.0,0.3,0.4,6.0,0.5,conv1d,5e-06,,768.0,768.0,1000.0,,,,,,,,,,,,
