F1-known,F1-open,F1,Acc,dataset,method,backbone,known_cls_ratio,labeled_ratio,loss,seed,train_epochs,created_time,lr,safe1,safe2,alpha,alpha_loss,margin,p,loss_weight,supcon_loss_weight,triplet_loss_weight
68.9105,83.285,69.6293,77.44,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-12-59-55,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.7,0.5
68.62899999999999,83.3815,69.3666,77.53,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-13-09-08,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.7,0.6
69.6241,84.0691,70.3463,78.38,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-13-16-06,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.7,0.7
68.3766,82.6362,69.0895,76.75,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-13-23-49,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.3,0.3
67.4481,81.7357,68.1625,75.68,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-13-29-13,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.3,0.4
68.9607,82.7401,69.6497,76.95,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-13-36-06,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.3,0.5
70.0077,83.8367,70.6991,78.18,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-13-42-27,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.3,0.6
70.4973,84.4828,71.1966,78.93,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-13-49-12,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.3,0.7
69.0227,83.3333,69.7382,77.5,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-13-54-27,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.4,0.3
69.5175,83.2606,70.2046,77.53,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-14-01-04,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.4,0.4
69.8345,83.3455,70.5101,77.66,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-14-08-24,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.4,0.5
69.4381,83.5504,70.1437,77.76,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-14-15-03,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.4,0.6
69.702,83.8539,70.4096,78.12,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-14-22-42,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.4,0.7
69.8669,83.7636,70.5617,78.12,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-14-31-01,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.5,0.3
68.7372,82.9091,69.4458,77.01,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-14-36-41,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.5,0.4
69.5525,83.8228,70.266,78.08,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-14-42-58,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.5,0.5
70.13,84.2888,70.8379,78.67,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-14-48-45,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.5,0.6
69.2204,83.7142,69.9451,77.92,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-14-54-20,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.5,0.7
68.7447,82.5281,69.4339,76.62,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-15-00-58,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.6,0.3
69.9058,83.559,70.5884,77.89,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-15-09-47,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.6,0.4
69.8936,84.0614,70.602,78.38,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-15-17-07,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.6,0.5
70.2242,84.5326,70.9397,78.86,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-15-22-59,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.6,0.6
70.7089,84.3975,71.3934,78.86,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-15-32-05,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.6,0.7
69.7193,83.5069,70.4087,77.76,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-15-38-35,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.7,0.3
70.8348,84.5692,71.5215,79.06,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-15-44-53,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.7,0.4
70.1925,84.0482,70.8853,78.44,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-15-51-38,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.7,0.5
69.3331,84.1425,70.0735,78.34,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-15-57-25,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.7,0.6
69.3334,83.7903,70.0563,78.05,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,2.0,100.0,2024-09-23-16-03-55,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.7,0.7
71.2677,84.6339,71.936,79.06,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-16-10-24,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.3,0.3
70.5723,83.7379,71.2305,78.02,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-16-15-31,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.3,0.4
73.0984,85.0602,73.6965,79.68,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-16-20-47,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.3,0.5
73.7535,86.5134,74.3915,81.3,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-16-27-11,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.3,0.6
72.4356,85.2349,73.0756,79.77,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-16-33-14,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.3,0.7
71.6691,84.9111,72.3312,79.35,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-16-38-26,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.4,0.3
72.5444,85.83,73.2087,80.49,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-16-43-54,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.4,0.4
72.4849,85.4615,73.1337,80.13,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-16-50-09,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.4,0.5
71.7454,84.8441,72.4003,79.29,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-16-55-13,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.4,0.6
72.6232,85.3723,73.2606,79.9,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-17-00-40,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.4,0.7
71.7041,84.6469,72.3512,79.09,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-17-06-52,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.5,0.3
72.4757,85.5166,73.1277,80.1,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-17-13-24,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.5,0.4
70.9766,84.2537,71.6405,78.57,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-17-19-15,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.5,0.5
73.566,85.9733,74.1864,80.75,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-17-25-55,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.5,0.6
72.3053,85.7347,72.9768,80.32,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-17-33-39,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.5,0.7
72.0624,85.3384,72.7262,79.9,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-17-40-26,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.6,0.3
71.7644,84.5987,72.4061,79.06,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-17-47-04,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.6,0.4
71.7663,84.7319,72.4145,79.22,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-17-53-28,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.6,0.5
74.0298,86.8415,74.6704,81.72,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-17-59-46,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.6,0.6
73.156,86.6918,73.8328,81.49,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-18-06-08,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.6,0.7
72.5352,85.3244,73.1747,79.9,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-18-13-55,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.7,0.3
71.7084,85.1064,72.3783,79.58,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-18-19-42,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.7,0.4
72.1727,85.85,72.8565,80.39,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-18-25-03,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.7,0.5
72.6718,86.1072,73.3436,80.75,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-18-30-44,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.7,0.6
72.2778,85.5097,72.9394,80.06,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-18-35-55,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.7,0.7
72.2838,85.4002,72.9396,79.97,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-18-41-19,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.3,0.3
70.8155,84.2283,71.4861,78.51,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-18-46-21,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.3,0.4
71.3276,84.6154,71.992,78.99,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-18-51-35,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.3,0.5
70.9344,84.2764,71.6015,78.54,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-18-58-02,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.3,0.6
72.4627,85.6734,73.1233,80.29,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-19-04-06,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.3,0.7
72.4308,85.2404,73.0713,79.84,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-19-09-21,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.4,0.3
71.5133,84.8369,72.1795,79.29,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-19-14-40,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.4,0.4
72.795,85.3512,73.4228,79.94,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-19-21-00,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.4,0.5
72.1509,85.5643,72.8216,80.13,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-19-26-04,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.4,0.6
72.3536,85.2969,73.0007,79.87,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-19-31-15,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.4,0.7
71.8024,85.1054,72.4676,79.64,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-19-36-55,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.5,0.3
71.5174,84.8223,72.1827,79.25,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-19-43-28,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.5,0.4
72.1618,85.036,72.8055,79.55,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-19-49-06,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.5,0.5
72.0621,85.5027,72.7341,80.06,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-19-54-35,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.5,0.6
72.3482,85.042,72.9829,79.55,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-19-59-59,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.5,0.7
71.5931,84.8266,72.2548,79.32,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-20-05-51,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.6,0.3
72.212,85.1238,72.8576,79.71,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-20-13-05,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.6,0.4
72.8912,85.9048,73.5419,80.58,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-20-18-35,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.6,0.5
72.8983,86.0669,73.5567,80.68,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-20-24-22,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.6,0.6
73.1969,86.4186,73.8579,81.14,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-20-31-41,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.6,0.7
71.6,84.7042,72.2552,79.12,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-20-38-22,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.7,0.3
72.1677,85.1932,72.819,79.74,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-20-45-27,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.7,0.4
72.3506,85.7823,73.0222,80.36,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-20-51-26,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.7,0.5
72.5829,85.6871,73.2381,80.29,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-20-57-26,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.7,0.6
72.6912,85.95200000000001,73.3542,80.58,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-21-02-54,2e-05,0.6,0.6,0.0,0.5,0.4,2.0,1.0,0.7,0.7
74.3029,87.5,74.9628,82.47,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-21-08-02,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.3,0.3
70.8256,84.4894,71.5088,78.77,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-21-13-38,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.3,0.4
71.02199999999998,83.8303,71.6624,78.08,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-21-18-42,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.3,0.5
71.9532,85.3524,72.6232,79.87,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-21-24-03,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.3,0.6
72.9161,86.0471,73.5727,80.75,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-21-29-21,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.3,0.7
72.084,84.3939,72.6995,78.86,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-21-35-11,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.4,0.3
70.9031,84.8238,71.5992,79.16,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-21-40-25,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.4,0.4
72.859,85.7007,73.501,80.29,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-21-45-40,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.4,0.5
71.5775,84.6652,72.2319,79.03,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-21-51-29,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.4,0.6
72.9651,86.6242,73.648,81.33,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-21-56-54,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.4,0.7
70.2646,83.1953,70.9111,77.34,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-22-03-46,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.5,0.3
71.1664,84.5301,71.8346,78.93,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-22-10-03,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.5,0.4
71.7983,85.0503,72.4609,79.51,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-22-17-19,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.5,0.5
72.6339,85.4415,73.2743,80.03,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-22-22-52,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.5,0.6
72.3541,85.5232,73.0125,80.03,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-22-29-33,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.5,0.7
72.123,85.4202,72.7878,80.0,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-22-34-51,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.6,0.3
72.0381,85.2428,72.6984,79.81,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-22-41-29,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.6,0.4
72.7286,85.4267,73.3635,80.03,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-22-46-35,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.6,0.5
73.5131,86.2503,74.1499,81.01,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-22-53-10,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.6,0.6
73.3953,86.5453,74.0528,81.33,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-22-59-03,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.6,0.7
72.4983,85.4889,73.1478,80.06,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-23-05-22,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.7,0.3
73.2919,85.8849,73.9215,80.58,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-23-13-26,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.7,0.4
72.1929,85.4276,72.8546,80.0,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-23-19-12,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.7,0.5
73.5162,86.3841,74.1596,81.1,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-23-25-02,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.7,0.6
72.9856,85.7211,73.6224,80.36,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,3.0,100.0,2024-09-23-23-32-02,2e-05,0.6,0.6,0.0,0.5,0.5,2.0,1.0,0.7,0.7
70.7147,83.2721,71.3426,77.44,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,4.0,100.0,2024-09-23-23-38-34,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.3,0.3
74.0584,85.5361,74.6323,80.19,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,4.0,100.0,2024-09-23-23-44-43,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.3,0.4
73.8126,85.4676,74.3954,80.06,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,4.0,100.0,2024-09-23-23-50-32,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.3,0.5
73.7657,85.1718,74.336,79.81,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,4.0,100.0,2024-09-23-23-57-41,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.3,0.6
74.1815,85.3506,74.74,80.1,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,4.0,100.0,2024-09-24-00-04-21,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.3,0.7
73.0796,84.6638,73.6588,79.09,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,4.0,100.0,2024-09-24-00-10-05,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.4,0.3
73.0813,84.9361,73.67399999999998,79.45,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,4.0,100.0,2024-09-24-00-15-47,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.4,0.4
71.7408,83.7345,72.3405,77.95,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,4.0,100.0,2024-09-24-00-22-00,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.4,0.5
72.9962,84.5595,73.5744,79.09,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,4.0,100.0,2024-09-24-00-27-58,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.4,0.6
74.1164,85.6253,74.6919,80.26,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,4.0,100.0,2024-09-24-00-33-44,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.4,0.7
73.3261,84.4961,73.8846,79.06,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,4.0,100.0,2024-09-24-00-40-44,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.5,0.3
72.1897,84.4853,72.8045,78.93,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,4.0,100.0,2024-09-24-00-46-17,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.5,0.4
73.8436,85.1718,74.41,79.81,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,4.0,100.0,2024-09-24-00-51-48,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.5,0.5
72.3305,84.4595,72.9369,78.83,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,4.0,100.0,2024-09-24-00-57-05,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.5,0.6
72.8208,84.9868,73.4291,79.51,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,4.0,100.0,2024-09-24-01-02-35,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.5,0.7
73.4927,85.3863,74.0874,79.9,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,4.0,100.0,2024-09-24-01-07-44,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.6,0.3
72.9355,84.554,73.5164,78.99,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,4.0,100.0,2024-09-24-01-14-57,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.6,0.4
73.1571,84.7564,73.7371,79.29,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,4.0,100.0,2024-09-24-01-20-34,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.6,0.5
73.7078,84.7826,74.2615,79.38,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,4.0,100.0,2024-09-24-01-26-01,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.6,0.6
74.5842,85.7963,75.1448,80.55,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,4.0,100.0,2024-09-24-01-31-56,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.6,0.7
73.7913,85.04700000000003,74.3541,79.64,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,4.0,100.0,2024-09-24-01-38-00,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.7,0.3
72.1125,84.1673,72.7152,78.51,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,4.0,100.0,2024-09-24-01-43-10,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.7,0.4
73.6902,84.9566,74.2536,79.55,banking,ADB,bert,0.25,1.0,CrossEntropyLoss,4.0,100.0,2024-09-24-01-48-50,2e-05,0.6,0.6,0.0,0.5,0.3,2.0,1.0,0.7,0.5
